code;city;code_region;code_variable;variable;level;code_level;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
4102604;Barracão;15;6;Taxa de abandono (em %);Fundamental anos iniciais;1;;0,2;;0,1;;;;;;0,2
4102604;Barracão;15;6;Taxa de abandono (em %);Fundamental anos finais;2;0,5;0,4;1,7;1,2;1,5;1,4;1;1,3;1,2;0,3
4102604;Barracão;15;6;Taxa de abandono (em %);Ensino médio;3;6,7;0,5;11,7;10,5;10;6,2;6,1;7,1;7;3,1
4102604;Barracão;15;5;Taxa de distorção (em %);Fundamental anos iniciais;1;4,5;4,6;5,5;5,8;4,5;4,2;2,7;3,3;3,6;2,8
4102604;Barracão;15;5;Taxa de distorção (em %);Fundamental anos finais;2;17,5;14;14,7;16;16,9;16,3;13,6;12,2;12,2;13,8
4102604;Barracão;15;5;Taxa de distorção (em %);Ensino médio;3;21,7;16,4;17,3;17,2;18;13,7;13,8;17;14,2;9,8
4102752;Bela Vista da Caroba;15;1;IDEB;Fundamental anos iniciais;1;;5,4;;4,8;;5,7;;5,6;;5,9
4102752;Bela Vista da Caroba;15;1;IDEB;Fundamental anos finais;2;;4,5;;4;;4,8;;5,1;;5,4
4102752;Bela Vista da Caroba;15;1;IDEB;Ensino médio;3;;;;;;;;3,8;;4,5
4102752;Bela Vista da Caroba;15;2;IDEB meta projetada;Fundamental anos iniciais;1;;4,3;;4,6;;4,9;;5,2;;5,4
4102752;Bela Vista da Caroba;15;2;IDEB meta projetada;Fundamental anos finais;2;;3,3;;3,8;;4,2;;4,4;;4,7
4102752;Bela Vista da Caroba;15;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;4
4102752;Bela Vista da Caroba;15;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;93,9;96,2;96,4;93,5;94,6;97,9;96,9;95,9;93,6;94,4
4102752;Bela Vista da Caroba;15;3;Taxa de aprovação (em %);Fundamental anos finais;2;88,1;90,2;84,4;84,2;81;92,9;93,7;95,4;84,7;94,4
4102752;Bela Vista da Caroba;15;3;Taxa de aprovação (em %);Ensino médio;3;85,5;87,3;89;75,3;81,4;89;91,4;87,5;86,6;94
4102752;Bela Vista da Caroba;15;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;6,1;3,8;3,6;6,5;5,4;2,1;3,1;4,1;6,4;5,6
4102752;Bela Vista da Caroba;15;4;Taxa de reprovação (em %);Fundamental anos finais;2;11;8,1;13,3;13,3;15,6;4,2;5,2;3,7;14,4;5,1
4102752;Bela Vista da Caroba;15;4;Taxa de reprovação (em %);Ensino médio;3;9,1;4,7;7,1;14,8;10,5;2;4;5,4;9,7;2
4102752;Bela Vista da Caroba;15;6;Taxa de abandono (em %);Fundamental anos iniciais;1;;;;;;;;;;
4102752;Bela Vista da Caroba;15;6;Taxa de abandono (em %);Fundamental anos finais;2;0,9;1,7;2,3;2,5;3,4;2,9;1,1;0,9;0,9;0,5
4102752;Bela Vista da Caroba;15;6;Taxa de abandono (em %);Ensino médio;3;5,4;8;3,9;9,9;8,1;9;4,6;7,1;3,7;4
4102752;Bela Vista da Caroba;15;5;Taxa de distorção (em %);Fundamental anos iniciais;1;1,5;2,8;1,9;1;1,6;3;2,2;1,6;1,5;2,5
4102752;Bela Vista da Caroba;15;5;Taxa de distorção (em %);Fundamental anos finais;2;22,3;18,3;19,2;20,4;18;18,9;14,3;9,2;11;14,4
4102752;Bela Vista da Caroba;15;5;Taxa de distorção (em %);Ensino médio;3;20,8;17;20,2;17,4;14,5;21,5;20,2;20,5;17,3;10,1
4102802;Bela Vista do Paraíso;11;1;IDEB;Fundamental anos iniciais;1;;4,9;;5;;5,1;;5,9;;6,1
4102802;Bela Vista do Paraíso;11;1;IDEB;Fundamental anos finais;2;;3,6;;3,5;;3,5;;3,7;;4,1
4102802;Bela Vista do Paraíso;11;1;IDEB;Ensino médio;3;;;;;;;;3,5;;4
4102802;Bela Vista do Paraíso;11;2;IDEB meta projetada;Fundamental anos iniciais;1;;4,6;;4,9;;5,2;;5,4;;5,7
4102802;Bela Vista do Paraíso;11;2;IDEB meta projetada;Fundamental anos finais;2;;3,2;;3,8;;4,3;;4,6;;4,8
4102802;Bela Vista do Paraíso;11;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;3,7
4102802;Bela Vista do Paraíso;11;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;91,8;91;91,9;91,1;94;91,3;94;94,3;94,2;94,6
4102802;Bela Vista do Paraíso;11;3;Taxa de aprovação (em %);Fundamental anos finais;2;79,3;79,6;79,9;79,4;76,4;77,6;80,9;81;89;93
4102802;Bela Vista do Paraíso;11;3;Taxa de aprovação (em %);Ensino médio;3;80,7;83,8;85,4;83,9;82,8;75,7;81,7;82;79,4;87,6
4102802;Bela Vista do Paraíso;11;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;7,6;8,5;8,1;8,4;5,7;8,4;5,8;5,6;5,5;5,3
4102802;Bela Vista do Paraíso;11;4;Taxa de reprovação (em %);Fundamental anos finais;2;12,5;15,9;13,8;16,2;17,6;9,5;15,1;10,2;4,7;4,8
4102802;Bela Vista do Paraíso;11;4;Taxa de reprovação (em %);Ensino médio;3;9,9;9,6;7;7,8;9,8;6,5;10,4;7,5;5,4;3,2
4102802;Bela Vista do Paraíso;11;6;Taxa de abandono (em %);Fundamental anos iniciais;1;0,6;0,5;;0,5;0,3;0,3;0,2;0,1;0,3;0,1
4102802;Bela Vista do Paraíso;11;6;Taxa de abandono (em %);Fundamental anos finais;2;8,2;4,5;6,3;4,4;6;12,9;4;8,8;6,3;2,2
4102802;Bela Vista do Paraíso;11;6;Taxa de abandono (em %);Ensino médio;3;9,4;6,6;7,6;8,3;7,4;17,8;7,9;10,5;15,2;9,2
4102802;Bela Vista do Paraíso;11;5;Taxa de distorção (em %);Fundamental anos iniciais;1;7,8;9,5;9,5;9,6;9,5;11,5;13,6;14,1;14,2;12,5
4102802;Bela Vista do Paraíso;11;5;Taxa de distorção (em %);Fundamental anos finais;2;28,5;24,5;26,2;24,3;23,5;30,5;27,4;25,8;24,4;25,9
4102802;Bela Vista do Paraíso;11;5;Taxa de distorção (em %);Ensino médio;3;30,1;25,1;23;20,6;21,3;27;24,6;25;24,9;26
4102901;Bituruna;7;1;IDEB;Fundamental anos iniciais;1;;6;;5,5;;6;;6,1;;6,2
4102901;Bituruna;7;1;IDEB;Fundamental anos finais;2;;3,9;;4,1;;4,1;;4,4;;4,5
4102901;Bituruna;7;1;IDEB;Ensino médio;3;;;;;;;;4,1;;4,3
4102901;Bituruna;7;2;IDEB meta projetada;Fundamental anos iniciais;1;;5,2;;5,4;;5,7;;6;;6,2
4102901;Bituruna;7;2;IDEB meta projetada;Fundamental anos finais;2;;3,9;;4,3;;4,7;;4,9;;5,2
4102901;Bituruna;7;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;4,3
4102901;Bituruna;7;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;96,6;93,6;94,9;95,3;96,9;96,6;95,6;96;95;94,9
4102901;Bituruna;7;3;Taxa de aprovação (em %);Fundamental anos finais;2;71,4;78,3;81,3;81,4;72,4;79,6;81,3;83;78,8;84,3
4102901;Bituruna;7;3;Taxa de aprovação (em %);Ensino médio;3;81,6;81,7;71,3;68,6;71,7;76,8;80,6;82,1;79,8;84
4102901;Bituruna;7;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;3,3;6,4;5,1;4,7;3,1;3,4;4,4;4;5;5,1
4102901;Bituruna;7;4;Taxa de reprovação (em %);Fundamental anos finais;2;25,5;20,7;15,4;17,7;26,3;19,8;18,2;16,6;21;15,7
4102901;Bituruna;7;4;Taxa de reprovação (em %);Ensino médio;3;15,9;18,2;18,5;25,3;24,2;20,3;17,2;16,1;18,9;14,8
4102901;Bituruna;7;6;Taxa de abandono (em %);Fundamental anos iniciais;1;0,1;;;;;;;;;
4102901;Bituruna;7;6;Taxa de abandono (em %);Fundamental anos finais;2;3,1;1;3,3;0,9;1,3;0,6;0,5;0,4;0,2;
4102901;Bituruna;7;6;Taxa de abandono (em %);Ensino médio;3;2,5;0,1;10,2;6,1;4,1;2,9;2,2;1,8;1,3;1,2
4102901;Bituruna;7;5;Taxa de distorção (em %);Fundamental anos iniciais;1;5,9;3,9;4;4,8;5,5;4,3;3,5;3,4;4,4;3,8
4102901;Bituruna;7;5;Taxa de distorção (em %);Fundamental anos finais;2;29,9;25,6;24,2;19,8;19,6;23,7;23,4;20,9;17,4;18,4
4102901;Bituruna;7;5;Taxa de distorção (em %);Ensino médio;3;27,6;23;22;21,7;20,4;19,8;19,7;20,7;20,5;16,7
4103008;Boa Esperança;5;1;IDEB;Fundamental anos iniciais;1;;5,2;;6,2;;6,9;;7;;8,3
4103008;Boa Esperança;5;1;IDEB;Fundamental anos finais;2;;4,5;;5,5;;4,3;;4,7;;5,3
4103008;Boa Esperança;5;1;IDEB;Ensino médio;3;;;;;;;;3,3;;4,3
4103008;Boa Esperança;5;2;IDEB meta projetada;Fundamental anos iniciais;1;;5,4;;5,7;;5,9;;6,2;;6,4
4103008;Boa Esperança;5;2;IDEB meta projetada;Fundamental anos finais;2;;3,7;;4,1;;4,5;;4,8;;5
4103008;Boa Esperança;5;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;3,5
4103008;Boa Esperança;5;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;90,4;90,9;96,4;94,8;92,7;97,4;94;94,1;95,8;96,3
4103008;Boa Esperança;5;3;Taxa de aprovação (em %);Fundamental anos finais;2;89,5;94,3;93,2;96,2;91,4;91,3;90,7;82,8;86,1;89
4103008;Boa Esperança;5;3;Taxa de aprovação (em %);Ensino médio;3;77,1;74,5;73;77,2;72,6;75,5;74,6;75;81,3;92
4103008;Boa Esperança;5;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;9,6;9,1;3,6;5,2;7,3;2,6;6;5,9;4,2;3,7
4103008;Boa Esperança;5;4;Taxa de reprovação (em %);Fundamental anos finais;2;4,1;1,7;6,2;1,4;7,8;7,5;6,1;14,3;11,1;10,2
4103008;Boa Esperança;5;4;Taxa de reprovação (em %);Ensino médio;3;5,8;9,9;10,5;7,9;23,7;23,6;9,1;12,5;4,1;1,4
4103008;Boa Esperança;5;6;Taxa de abandono (em %);Fundamental anos iniciais;1;;;;;;;;;;
4103008;Boa Esperança;5;6;Taxa de abandono (em %);Fundamental anos finais;2;6,4;4;0,6;2,4;0,8;1,2;3,2;2,9;2,8;0,8
4103008;Boa Esperança;5;6;Taxa de abandono (em %);Ensino médio;3;17,1;15,6;16,5;14,9;3,7;0,9;16,3;12,5;14,6;6,6
4103008;Boa Esperança;5;5;Taxa de distorção (em %);Fundamental anos iniciais;1;9,3;5,9;4,9;5;5,1;9,3;9,2;9,1;8,4;5,9
4103008;Boa Esperança;5;5;Taxa de distorção (em %);Fundamental anos finais;2;27,7;21,1;15,4;17,1;15,6;16,3;18;17,8;24,1;23,3
4103008;Boa Esperança;5;5;Taxa de distorção (em %);Ensino médio;3;39,9;39,7;40;34;30,5;30,7;32,1;23,4;26,7;18,5
4103024;Boa Esperança do Iguaçu;15;1;IDEB;Fundamental anos iniciais;1;;6,6;;7;;6,5;;6,7;;6,1
4103024;Boa Esperança do Iguaçu;15;1;IDEB;Fundamental anos finais;2;;4,8;;4,6;;5;;5,8;;5,2
4103024;Boa Esperança do Iguaçu;15;1;IDEB;Ensino médio;3;;;;;;;;4;;4,4
4103024;Boa Esperança do Iguaçu;15;2;IDEB meta projetada;Fundamental anos iniciais;1;;4,9;;5,2;;5,5;;5,7;;6
4103024;Boa Esperança do Iguaçu;15;2;IDEB meta projetada;Fundamental anos finais;2;;3,8;;4,2;;4,6;;4,8;;5,1
4103024;Boa Esperança do Iguaçu;15;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;4,2
4103024;Boa Esperança do Iguaçu;15;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;93,4;97,9;94,7;97,6;100;97;100;98,2;98,7;98,7
4103024;Boa Esperança do Iguaçu;15;3;Taxa de aprovação (em %);Fundamental anos finais;2;97,5;95,3;87,2;88;84,7;96,7;89,6;95;91,6;97,1
4103024;Boa Esperança do Iguaçu;15;3;Taxa de aprovação (em %);Ensino médio;3;96,6;96,1;88,5;86,6;84,7;85,1;77,8;83,2;80;88,4
4103024;Boa Esperança do Iguaçu;15;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;6,6;2,1;5,3;2,4;;3;;1,8;1,3;1,3
4103024;Boa Esperança do Iguaçu;15;4;Taxa de reprovação (em %);Fundamental anos finais;2;2,5;4,7;11,8;11;12,9;0,5;10,4;1,7;8,4;2,2
4103024;Boa Esperança do Iguaçu;15;4;Taxa de reprovação (em %);Ensino médio;3;2,6;1,6;6,9;5;5,6;4,4;22,2;6,2;8,5;9,3
4103024;Boa Esperança do Iguaçu;15;6;Taxa de abandono (em %);Fundamental anos iniciais;1;;;;;;;;;;
4103024;Boa Esperança do Iguaçu;15;6;Taxa de abandono (em %);Fundamental anos finais;2;;;1;1;2,4;2,8;;3,3;;0,7
4103024;Boa Esperança do Iguaçu;15;6;Taxa de abandono (em %);Ensino médio;3;0,8;2,3;4,6;8,4;9,7;10,5;;10,6;11,5;2,3
4103024;Boa Esperança do Iguaçu;15;5;Taxa de distorção (em %);Fundamental anos iniciais;1;7;8,7;6,4;8,4;8,9;3;1,9;0,6;3,2;2
4103024;Boa Esperança do Iguaçu;15;5;Taxa de distorção (em %);Fundamental anos finais;2;20,7;20,5;15,9;17,8;17,6;19,7;17,7;17;16,6;10
4103024;Boa Esperança do Iguaçu;15;5;Taxa de distorção (em %);Ensino médio;3;19,5;17,1;21,6;18,3;19,7;17,1;17,7;25;22,5;15,3
4103040;Boa Ventura de São Roque;6;1;IDEB;Fundamental anos iniciais;1;;4,4;;5,4;;5,5;;5,5;;5,9
4103040;Boa Ventura de São Roque;6;1;IDEB;Fundamental anos finais;2;;3,7;;4,4;;4,4;;4,9;;5,3
4103040;Boa Ventura de São Roque;6;1;IDEB;Ensino médio;3;;;;;;;;3,7;;4
4103040;Boa Ventura de São Roque;6;2;IDEB meta projetada;Fundamental anos iniciais;1;;4,4;;4,7;;5;;5,3;;5,5
4103040;Boa Ventura de São Roque;6;2;IDEB meta projetada;Fundamental anos finais;2;;3,9;;4,4;;4,7;;5;;5,2
4103040;Boa Ventura de São Roque;6;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;3,9
4103040;Boa Ventura de São Roque;6;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;89,4;90,8;95,3;93,4;96,5;93,8;95,9;94,5;93,1;91,8
4103040;Boa Ventura de São Roque;6;3;Taxa de aprovação (em %);Fundamental anos finais;2;93,2;87,7;91;92,7;95,1;95,4;91,8;95,3;89,1;96,9
4103040;Boa Ventura de São Roque;6;3;Taxa de aprovação (em %);Ensino médio;3;87,7;83,2;87,9;88,7;88,8;85,5;83,9;92,1;91,4;93,9
4103040;Boa Ventura de São Roque;6;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;10,6;8,8;4,5;6,6;3,5;6;3,9;5,5;6,9;8,2
4103040;Boa Ventura de São Roque;6;4;Taxa de reprovação (em %);Fundamental anos finais;2;3,7;10,4;6,1;6,9;3,5;2,8;5,1;2,9;9,4;2,6
4103040;Boa Ventura de São Roque;6;4;Taxa de reprovação (em %);Ensino médio;3;7,8;11,1;5,4;7,9;5;2,3;4,2;2,4;3,7;3,7
4103040;Boa Ventura de São Roque;6;6;Taxa de abandono (em %);Fundamental anos iniciais;1;;0,4;0,2;;;0,2;0,2;;;
4103040;Boa Ventura de São Roque;6;6;Taxa de abandono (em %);Fundamental anos finais;2;3,1;1,9;2,9;0,4;1,4;1,8;3,1;1,8;1,5;0,5
4103040;Boa Ventura de São Roque;6;6;Taxa de abandono (em %);Ensino médio;3;4,5;5,7;6,7;3,4;6,2;12,2;11,9;5,5;4,9;2,4
4103040;Boa Ventura de São Roque;6;5;Taxa de distorção (em %);Fundamental anos iniciais;1;9,9;11,4;10,2;9,9;9,6;7;7,6;7;6,4;7,2
4103040;Boa Ventura de São Roque;6;5;Taxa de distorção (em %);Fundamental anos finais;2;22,8;19,9;18,1;15,2;14,7;17,4;19,4;18,1;15,3;15,1
4103040;Boa Ventura de São Roque;6;5;Taxa de distorção (em %);Ensino médio;3;17,5;19,6;19,7;20;19,4;21,7;22,2;15,5;19,4;16,5
4103057;Boa Vista da Aparecida;14;1;IDEB;Fundamental anos iniciais;1;;4,9;;5;;5,4;;5,3;;5,3
4103057;Boa Vista da Aparecida;14;1;IDEB;Fundamental anos finais;2;;4,4;;4,1;;4,7;;4,4;;4,8
4103057;Boa Vista da Aparecida;14;1;IDEB;Ensino médio;3;;;;;;;;3,1;;
4103057;Boa Vista da Aparecida;14;2;IDEB meta projetada;Fundamental anos iniciais;1;;5,1;;5,3;;5,6;;5,9;;6,1
4103057;Boa Vista da Aparecida;14;2;IDEB meta projetada;Fundamental anos finais;2;;4;;4,4;;4,8;;5,1;;5,3
4103057;Boa Vista da Aparecida;14;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;3,4
4103057;Boa Vista da Aparecida;14;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;98;96,5;96,9;98,4;99,4;98,9;98,8;99,2;99,3;99,1
4103057;Boa Vista da Aparecida;14;3;Taxa de aprovação (em %);Fundamental anos finais;2;86,9;87,2;90,8;93,4;94;91,7;93,4;91,7;93,7;97,6
4103057;Boa Vista da Aparecida;14;3;Taxa de aprovação (em %);Ensino médio;3;78,6;76,7;86,3;83,2;89,6;80,5;81;77,2;85,1;91,1
4103057;Boa Vista da Aparecida;14;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;1,9;3,2;3,1;1,6;0,6;1,1;1,2;0,8;0,7;0,9
4103057;Boa Vista da Aparecida;14;4;Taxa de reprovação (em %);Fundamental anos finais;2;9,7;8,5;7,1;2,1;3,4;4;5,4;7,3;4,4;2,2
4103057;Boa Vista da Aparecida;14;4;Taxa de reprovação (em %);Ensino médio;3;8,2;11,2;9;3,9;3,7;8,3;7,9;16,9;4,5;3,6
4103057;Boa Vista da Aparecida;14;6;Taxa de abandono (em %);Fundamental anos iniciais;1;0,1;0,3;;;;;;;;
4103057;Boa Vista da Aparecida;14;6;Taxa de abandono (em %);Fundamental anos finais;2;3,4;4,3;2,1;4,5;2,6;4,3;1,2;1;1,9;0,2
4103057;Boa Vista da Aparecida;14;6;Taxa de abandono (em %);Ensino médio;3;13,2;12,1;4,7;12,9;6,7;11,2;11,1;5,9;10,4;5,3
4103057;Boa Vista da Aparecida;14;5;Taxa de distorção (em %);Fundamental anos iniciais;1;8,4;7,7;7,4;7,1;4,6;3,8;3,2;3,5;3;2,5
4103057;Boa Vista da Aparecida;14;5;Taxa de distorção (em %);Fundamental anos finais;2;20,9;20,2;20,2;18,4;16,8;18,9;11,6;12,4;12,3;10,1
4103057;Boa Vista da Aparecida;14;5;Taxa de distorção (em %);Ensino médio;3;22,3;19,7;18,6;22,1;18,5;19,3;19,5;20,9;19,7;12,7
4103107;Bocaiúva do Sul;9;1;IDEB;Fundamental anos iniciais;1;;4,1;;5,2;;5,5;;5,5;;6
4103107;Bocaiúva do Sul;9;1;IDEB;Fundamental anos finais;2;;3,6;;3,7;;3,3;;3,9;;5,1
4103107;Bocaiúva do Sul;9;1;IDEB;Ensino médio;3;;;;;;;;3,5;;4,8
4103107;Bocaiúva do Sul;9;2;IDEB meta projetada;Fundamental anos iniciais;1;;4,8;;5,1;;5,3;;5,6;;5,9
4103107;Bocaiúva do Sul;9;2;IDEB meta projetada;Fundamental anos finais;2;;3,5;;4,1;;4,5;;4,8;;5
4103107;Bocaiúva do Sul;9;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;3,8
4103107;Bocaiúva do Sul;9;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;86,6;83;86,7;86,9;81,5;90,2;91,8;87,6;87,7;91,6
4103107;Bocaiúva do Sul;9;3;Taxa de aprovação (em %);Fundamental anos finais;2;74,5;72,3;78,9;74,9;67,1;68,2;73,5;71,5;75,3;89
4103107;Bocaiúva do Sul;9;3;Taxa de aprovação (em %);Ensino médio;3;78,6;82,2;85;78,6;79;72;81,6;78,2;78;91
4103107;Bocaiúva do Sul;9;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;12,8;16,1;13,2;12,5;18,4;9,3;7,8;11,6;11,7;8,3
4103107;Bocaiúva do Sul;9;4;Taxa de reprovação (em %);Fundamental anos finais;2;17,6;18,2;15,6;15,4;27,2;21;26,5;20,1;18,6;6
4103107;Bocaiúva do Sul;9;4;Taxa de reprovação (em %);Ensino médio;3;9,3;10;14,6;10,9;9,5;12,5;18,4;10,3;14,4;0,5
4103107;Bocaiúva do Sul;9;6;Taxa de abandono (em %);Fundamental anos iniciais;1;0,6;0,9;0,1;0,6;0,1;0,5;0,4;0,8;0,6;0,1
4103107;Bocaiúva do Sul;9;6;Taxa de abandono (em %);Fundamental anos finais;2;7,9;9,5;5,5;9,7;5,7;10,8;;8,4;6,1;5
4103107;Bocaiúva do Sul;9;6;Taxa de abandono (em %);Ensino médio;3;12,1;7,8;0,4;10,5;11,5;15,5;;11,5;7,6;8,5
4103107;Bocaiúva do Sul;9;5;Taxa de distorção (em %);Fundamental anos iniciais;1;25,4;24,4;22,2;24;26,1;26,9;24,4;19,9;21,3;21
4103107;Bocaiúva do Sul;9;5;Taxa de distorção (em %);Fundamental anos finais;2;39,4;39,9;40,2;36,5;33,5;41,5;41,8;42,4;41,7;40,7
4103107;Bocaiúva do Sul;9;5;Taxa de distorção (em %);Ensino médio;3;38,7;35,3;32,7;38,4;32,6;27,3;32,5;43,3;35,3;30,4
4103156;Bom Jesus do Sul;15;1;IDEB;Fundamental anos iniciais;1;;5,9;;6,7;;5,9;;7,2;;6,5
4103156;Bom Jesus do Sul;15;1;IDEB;Fundamental anos finais;2;;4,3;;5,5;;4,9;;5,9;;5,4
4103156;Bom Jesus do Sul;15;1;IDEB;Ensino médio;3;;;;;;;;2,6;;
4103156;Bom Jesus do Sul;15;2;IDEB meta projetada;Fundamental anos iniciais;1;;5;;5,3;;5,5;;5,8;;6
4103156;Bom Jesus do Sul;15;2;IDEB meta projetada;Fundamental anos finais;2;;4,4;;4,8;;5,1;;5,4;;5,6
4103156;Bom Jesus do Sul;15;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;2,8
4103156;Bom Jesus do Sul;15;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;97,2;96,7;98,3;99,1;97,3;95,4;97,1;99,2;99,6;98,6
4103156;Bom Jesus do Sul;15;3;Taxa de aprovação (em %);Fundamental anos finais;2;91,2;95;99;98,6;94,3;90,9;95,6;95,2;92,6;94,4
4103156;Bom Jesus do Sul;15;3;Taxa de aprovação (em %);Ensino médio;3;81,3;86,1;82,8;85,2;86,5;81,7;82,3;64,5;72,8;81,9
4103156;Bom Jesus do Sul;15;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;2,8;3,3;1,7;0,9;2,7;4,6;2,9;0,8;0,4;1,4
4103156;Bom Jesus do Sul;15;4;Taxa de reprovação (em %);Fundamental anos finais;2;8,5;4,7;0,7;0,7;4,2;9,1;4,4;3,8;7,4;5,6
4103156;Bom Jesus do Sul;15;4;Taxa de reprovação (em %);Ensino médio;3;13,1;8,3;9,2;8,7;6,8;11;12;22,7;17,7;11,6
4103156;Bom Jesus do Sul;15;6;Taxa de abandono (em %);Fundamental anos iniciais;1;;;;;;;;;;
4103156;Bom Jesus do Sul;15;6;Taxa de abandono (em %);Fundamental anos finais;2;0,3;0,3;0,3;0,7;1,5;;;1;;
4103156;Bom Jesus do Sul;15;6;Taxa de abandono (em %);Ensino médio;3;5,6;5,6;8;6,1;6,7;7,3;5,7;12,8;9,5;6,5
4103156;Bom Jesus do Sul;15;5;Taxa de distorção (em %);Fundamental anos iniciais;1;2,8;1,8;2,1;0,9;1,8;2,2;4,9;4,2;5;4,3
4103156;Bom Jesus do Sul;15;5;Taxa de distorção (em %);Fundamental anos finais;2;17;14;12,3;8,2;8,2;7,2;8;12,3;12,4;12,4
4103156;Bom Jesus do Sul;15;5;Taxa de distorção (em %);Ensino médio;3;19,6;20,6;20;17;14,7;15,1;18,9;19,1;19,3;20,5
4103206;Bom Sucesso;13;1;IDEB;Fundamental anos iniciais;1;;4,9;;5,5;;5,4;;6,3;;6
4103206;Bom Sucesso;13;1;IDEB;Fundamental anos finais;2;;3,7;;4,3;;4,2;;4,3;;4,3
4103206;Bom Sucesso;13;1;IDEB;Ensino médio;3;;;;;;;;2,9;;3,6
4103206;Bom Sucesso;13;2;IDEB meta projetada;Fundamental anos iniciais;1;;4,4;;4,7;;5;;5,3;;5,5
4103206;Bom Sucesso;13;2;IDEB meta projetada;Fundamental anos finais;2;;3,7;;4,1;;4,5;;4,8;;5
4103206;Bom Sucesso;13;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;3,1
4103206;Bom Sucesso;13;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;92,4;93,1;92,1;95,6;96,8;92,8;95,1;93,9;91,6;95,3
4103206;Bom Sucesso;13;3;Taxa de aprovação (em %);Fundamental anos finais;2;83,6;85,6;78,4;93,2;88,6;87,9;91,4;87,3;91,3;94,8
4103206;Bom Sucesso;13;3;Taxa de aprovação (em %);Ensino médio;3;81,7;83,3;76,6;90;81,9;82,5;84,1;75,6;75;91,9
4103206;Bom Sucesso;13;4;Taxa de reprovação (em %);Fundamental anos iniciais;1;7,2;6,9;7,9;4,4;3,2;7,2;4,4;6,1;7;4,7
4103206;Bom Sucesso;13;4;Taxa de reprovação (em %);Fundamental anos finais;2;11,2;9,9;16,3;5,7;6,3;5,4;5,4;8,8;3,1;4,8
4103206;Bom Sucesso;13;4;Taxa de reprovação (em %);Ensino médio;3;7,3;8,7;14,7;5;5,4;5,7;6,2;9,1;13,2;3,6
4103206;Bom Sucesso;13;6;Taxa de abandono (em %);Fundamental anos iniciais;1;0,4;;;;;;0,5;;1,4;
4103206;Bom Sucesso;13;6;Taxa de abandono (em %);Fundamental anos finais;2;5,2;4,5;5,3;1,1;5,1;6,7;3,2;3,9;5,6;0,4
4103206;Bom Sucesso;13;6;Taxa de abandono (em %);Ensino médio;3;11;8;8,7;5;12,7;11,8;9,7;15,3;11,8;4,5
4103206;Bom Sucesso;13;5;Taxa de distorção (em %);Fundamental anos iniciais;1;11,5;9,9;9,6;13,4;10,1;9,9;11,7;11,9;11,8;10,4
4103206;Bom Sucesso;13;5;Taxa de distorção (em %);Fundamental anos finais;2;31,7;26,8;22,7;23;18,8;21,2;21,8;20,7;24;20
4103206;Bom Sucesso;13;5;Taxa de distorção (em %);Ensino médio;3;29;27,5;26,1;20;22;21,9;26,3;26,8;23,1;26,6
4103222;Bom Sucesso do Sul;15;1;IDEB;Fundamental anos iniciais;1;;;;7,5;;7,2;;7,7;;8
4103222;Bom Sucesso do Sul;15;1;IDEB;Fundamental anos finais;2;;5;;6,1;;4,6;;6;;5,3
4103222;Bom Sucesso do Sul;15;1;IDEB;Ensino médio;3;;;;;;;;3,6;;5,4
4103222;Bom Sucesso do Sul;15;2;IDEB meta projetada;Fundamental anos iniciais;1;;5,2;;5,5;;5,8;;6;;6,3
4103222;Bom Sucesso do Sul;15;2;IDEB meta projetada;Fundamental anos finais;2;;4,9;;5,3;;5,6;;5,9;;6,1
4103222;Bom Sucesso do Sul;15;2;IDEB meta projetada;Ensino médio;3;;;;;;;;;;3,8
4103222;Bom Sucesso do Sul;15;3;Taxa de aprovação (em %);Fundamental anos iniciais;1;95,2;94,5;97,4;97,8;99;98,5;100;100;100;100
