"","city_code7","city_IPARDES","year","population"
"3812","4115804","Medianeira","1999",36199
"3813","4115853","Mercedes","1999",4735
"3814","4115903","Mirador","1999",2193
"3815","4116000","Miraselva","1999",1594
"3816","4116059","Missal","1999",9683
"3817","4116109","Moreira Sales","1999",12875
"3818","4116208","Morretes","1999",16394
"3819","4116307","Munhoz de Melo","1999",3314
"3820","4116406","Nossa Senhora das Graças","1999",3532
"3821","4116505","Nova Aliança do Ivaí","1999",1270
"3822","4116604","Nova América da Colina","1999",3137
"3823","4116703","Nova Aurora","1999",13889
"3824","4116802","Nova Cantu","1999",8280
"3825","4116901","Nova Esperança","1999",28444
"3826","4116950","Nova Esperança do Sudoeste","1999",5015
"3827","4117008","Nova Fátima","1999",7973
"3828","4117057","Nova Laranjeiras","1999",18883
"3829","4117107","Nova Londrina","1999",13453
"3830","4117206","Nova Olímpia","1999",5102
"3831","4117255","Nova Prata do Iguaçu","1999",10229
"3832","4117214","Nova Santa Bárbara","1999",3789
"3833","4117222","Nova Santa Rosa","1999",7177
"3834","4117271","Nova Tebas","1999",12514
"3835","4117297","Novo Itacolomi","1999",2578
"3836","4117305","Ortigueira","1999",31581
"3837","4117404","Ourizona","1999",3511
"3838","4117453","Ouro Verde do Oeste","1999",5762
"3839","4117503","Paiçandu","1999",29809
"3840","4117602","Palmas","1999",27002
"3841","4117701","Palmeira","1999",30517
"3842","4117800","Palmital","1999",17234
"3843","4117909","Palotina","1999",25193
"3844","4118006","Paraíso do Norte","1999",9870
"3845","4118105","Paranacity","1999",10001
"3846","4118204","Paranaguá","1999",126076
"3847","4118303","Paranapoema","1999",2507
"3848","4118402","Paranavaí","1999",74180
"3849","4118451","Pato Bragado","1999",3653
"3850","4118501","Pato Branco","1999",63479
"3851","4118600","Paula Freitas","1999",4777
"3852","4118709","Paulo Frontin","1999",6931
"3853","4118808","Peabiru","1999",13013
"3854","4118857","Perobal","1999",5670
"3855","4118907","Pérola","1999",9074
"3856","4119004","Pérola d'Oeste","1999",7682
"3857","4119103","Piên","1999",9322
"3858","4119152","Pinhais","1999",98198
"3859","4119251","Pinhal de São Bento","1999",2549
"3860","4119202","Pinhalão","1999",6015
"3861","4119301","Pinhão","1999",26011
"3862","4119400","Piraí do Sul","1999",20395
"3863","4119509","Piraquara","1999",57693
"3864","4119608","Pitanga","1999",35806
"3865","4119657","Pitangueiras","1999",2164
"3866","4119707","Planaltina do Paraná","1999",3535
"3867","4119806","Planalto","1999",13911
"3868","4119905","Ponta Grossa","1999",268013
"3869","4119954","Pontal do Paraná","1999",10394
"3870","4120002","Porecatu","1999",17567
"3871","4120101","Porto Amazonas","1999",3722
"3872","4120150","Porto Barreiro","1999",4057
"3873","4120200","Porto Rico","1999",2333
"3874","4120309","Porto Vitória","1999",3751
"3875","4120333","Prado Ferreira","1999",2422
"3876","4120358","Pranchita","1999",6406
"3877","4120408","Presidente Castelo Branco","1999",4348
"3878","4120507","Primeiro de Maio","1999",10518
"3879","4120606","Prudentópolis","1999",46148
"3880","4120655","Quarto Centenário","1999",5273
"3881","4120705","Quatiguá","1999",6507
"3882","4120804","Quatro Barras","1999",15173
"3883","4120853","Quatro Pontes","1999",3581
"3884","4120903","Quedas do Iguaçu","1999",24043
"3885","4121000","Querência do Norte","1999",10597
"3886","4121109","Quinta do Sol","1999",5122
"3887","4121208","Quitandinha","1999",13540
"3888","4121257","Ramilândia","1999",2606
"3889","4121307","Rancho Alegre","1999",4088
"3890","4121356","Rancho Alegre D'Oeste","1999",2968
"3891","4121406","Realeza","1999",15508
"3892","4121505","Rebouças","1999",14843
"3893","4121604","Renascença","1999",6958
"3894","4121703","Reserva","1999",21776
"3895","4121752","Reserva do Iguaçu","1999",5354
"3896","4121802","Ribeirão Claro","1999",10208
"3897","4121901","Ribeirão do Pinhal","1999",14306
"3898","4122008","Rio Azul","1999",12768
"3899","4122107","Rio Bom","1999",3288
"3900","4122156","Rio Bonito do Iguaçu","1999",11808
"3901","4122172","Rio Branco do Ivaí","1999",3238
"3902","4122206","Rio Branco do Sul","1999",21174
"3903","4122305","Rio Negro","1999",30584
"3904","4122404","Rolândia","1999",48782
"3905","4122503","Roncador","1999",11607
"3906","4122602","Rondon","1999",7944
"3907","4122651","Rosário do Ivaí","1999",6148
"3908","4122701","Sabáudia","1999",5246
"3909","4122800","Salgado Filho","1999",4729
"3910","4122909","Salto do Itararé","1999",4603
"3911","4123006","Salto do Lontra","1999",12574
"3912","4123105","Santa Amélia","1999",4375
"3913","4123204","Santa Cecília do Pavão","1999",3555
"3914","4123303","Santa Cruz de Monte Castelo","1999",7205
"3915","4123402","Santa Fé","1999",8261
"3916","4123501","Santa Helena","1999",19808
"3917","4123600","Santa Inês","1999",1917
"3918","4123709","Santa Isabel do Ivaí","1999",9137
"3919","4123808","Santa Izabel do Oeste","1999",11527
"3920","4123824","Santa Lúcia","1999",3810
"3921","4123857","Santa Maria do Oeste","1999",14302
"3922","4123907","Santa Mariana","1999",11480
"3923","4123956","Santa Mônica","1999",2458
"3924","4124020","Santa Tereza do Oeste","1999",11358
"3925","4124053","Santa Terezinha de Itaipu","1999",18217
"3926","4124004","Santana do Itararé","1999",5397
"3927","4124103","Santo Antônio da Platina","1999",39843
"3928","4124202","Santo Antônio do Caiuá","1999",2766
"3929","4124301","Santo Antônio do Paraíso","1999",2596
"3930","4124400","Santo Antônio do Sudoeste","1999",18104
"3931","4124509","Santo Inácio","1999",4880
"3932","4124608","São Carlos do Ivaí","1999",5660
"3933","4124707","São Jerônimo da Serra","1999",9668
"3934","4124806","São João","1999",10698
"3935","4124905","São João do Caiuá","1999",6205
"3936","4125001","São João do Ivaí","1999",12088
"3937","4125100","São João do Triunfo","1999",11628
"3938","4125308","São Jorge do Ivaí","1999",5761
"3939","4125357","São Jorge do Patrocínio","1999",5825
"3940","4125209","São Jorge d'Oeste","1999",9364
"3941","4125407","São José da Boa Vista","1999",6113
"3942","4125456","São José das Palmeiras","1999",3826
"3943","4125506","São José dos Pinhais","1999",196884
"3944","4125555","São Manoel do Paraná","1999",1840
"3945","4125605","São Mateus do Sul","1999",38477
"3946","4125704","São Miguel do Iguaçu","1999",25468
"3947","4125753","São Pedro do Iguaçu","1999",6297
"3948","4125803","São Pedro do Ivaí","1999",11009
"3949","4125902","São Pedro do Paraná","1999",2414
"3950","4126009","São Sebastião da Amoreira","1999",8299
"3951","4126108","São Tomé","1999",4833
"3952","4126207","Sapopema","1999",7409
"3953","4126256","Sarandi","1999",66185
"3954","4126272","Saudade do Iguaçu","1999",3369
"3955","4126306","Sengés","1999",18274
"3956","4126355","Serranópolis do Iguaçu","1999",4612
"3957","4126405","Sertaneja","1999",6536
"3958","4126504","Sertanópolis","1999",14512
"3959","4126603","Siqueira Campos","1999",14585
"3960","4126652","Sulina","1999",3783
"3961","4126678","Tamarana","1999",10012
"3962","4126702","Tamboara","1999",4227
"3963","4126801","Tapejara","1999",14255
"3964","4126900","Tapira","1999",5675
"3965","4127007","Teixeira Soares","1999",7580
"3966","4127106","Telêmaco Borba","1999",56636
"3967","4127205","Terra Boa","1999",14724
"3968","4127304","Terra Rica","1999",12555
"3969","4127403","Terra Roxa","1999",14775
"3970","4127502","Tibagi","1999",19031
"3971","4127601","Tijucas do Sul","1999",12616
"3972","4127700","Toledo","1999",99387
"3973","4127809","Tomazina","1999",9077
"3974","4127858","Três Barras do Paraná","1999",11425
"3975","4127882","Tunas do Paraná","1999",3622
"3976","4127908","Tuneiras do Oeste","1999",7893
"3977","4127957","Tupãssi","1999",8099
"3978","4127965","Turvo","1999",13324
"3979","4128005","Ubiratã","1999",21685
"3980","4128104","Umuarama","1999",86712
"3981","4128203","União da Vitória","1999",46705
"3982","4128302","Uniflor","1999",2483
"3983","4128401","Uraí","1999",10617
"3984","4128534","Ventania","1999",7971
"3985","4128559","Vera Cruz do Oeste","1999",9024
"3986","4128609","Verê","1999",7723
"3987","4128658","Virmond","1999",4110
"3988","4128708","Vitorino","1999",6356
"3989","4128500","Wenceslau Braz","1999",18500
"3990",NA,"Xambrê","1999",6047
"3991","4100103","Abatiá","2000",10505
"3992","4100202","Adrianópolis","2000",6311
"3993","4100301","Agudos do Sul","2000",6847
"3994","4100400","Almirante Tamandaré","2000",80262
"3995","4100459","Altamira do Paraná","2000",6772
"3996","4128625","Alto Paraíso","2000",3158
"3997","4100608","Alto Paraná","2000",12531
"3998","4100707","Alto Piquiri","2000",11168
"3999","4100509","Altônia","2000",18412
"4000","4100806","Alvorada do Sul","2000",8776
"4001","4100905","Amaporã","2000",4677
"4002","4101002","Ampére","2000",15734
"4003","4101051","Anahy","2000",2686
"4004","4101101","Andirá","2000",22850
"4005","4101150","Ângulo","2000",2786
"4006","4101200","Antonina","2000",20228
"4007","4101309","Antônio Olinto","2000",7303
"4008","4101408","Apucarana","2000",105114
"4009","4101507","Arapongas","2000",82482
"4010","4101606","Arapoti","2000",24577
"4011","4101655","Arapuã","2000",4124
"4012","4101705","Araruna","2000",13057
"4013","4101804","Araucária","2000",84292
"4014","4101853","Ariranha do Ivaí","2000",2741
"4015","4101903","Assaí","2000",19047
"4016","4102000","Assis Chateaubriand","2000",32528
"4017","4102109","Astorga","2000",23630
"4018","4102208","Atalaia","2000",3740
"4019","4102307","Balsa Nova","2000",9294
"4020","4102406","Bandeirantes","2000",31352
"4021","4102505","Barbosa Ferraz","2000",12869
"4022","4102703","Barra do Jacaré","2000",2853
"4023","4102604","Barracão","2000",8543
"4024","4102752","Bela Vista da Caroba","2000",4513
"4025","4102802","Bela Vista do Paraíso","2000",14138
"4026","4102901","Bituruna","2000",15184
"4027","4103008","Boa Esperança","2000",7117
"4028","4103024","Boa Esperança do Iguaçu","2000",2968
"4029","4103040","Boa Ventura de São Roque","2000",6396
"4030","4103057","Boa Vista da Aparecida","2000",10130
"4031","4103107","Bocaiúva do Sul","2000",9122
"4032","4103156","Bom Jesus do Sul","2000",4070
"4033","4103206","Bom Sucesso","2000",5350
"4034","4103222","Bom Sucesso do Sul","2000",3402
"4035","4103305","Borrazópolis","2000",9164
"4036","4103354","Braganey","2000",5702
"4037","4103370","Brasilândia do Sul","2000",3454
"4038","4103404","Cafeara","2000",2362
"4039","4103453","Cafelândia","2000",11279
"4040","4103479","Cafezal do Sul","2000",4248
"4041","4103503","Califórnia","2000",7712
"4042","4103602","Cambará","2000",24611
"4043","4103701","Cambé","2000",88890
"4044","4103800","Cambira","2000",6233
"4045","4103909","Campina da Lagoa","2000",16680
"4046","4103958","Campina do Simão","2000",5304
"4047","4104006","Campina Grande do Sul","2000",34563
"4048","4104055","Campo Bonito","2000",4753
"4049","4104105","Campo do Tenente","2000",6081
"4050","4104204","Campo Largo","2000",91203
"4051","4104253","Campo Magro","2000",18018
"4052","4104303","Campo Mourão","2000",80824
"4053","4104402","Cândido de Abreu","2000",19152
"4054","4104428","Candói","2000",12989
"4055","4104451","Cantagalo","2000",12696
"4056","4104501","Capanema","2000",17869
"4057","4104600","Capitão Leônidas Marques","2000",17194
"4058","4104659","Carambeí","2000",13029
"4059","4104709","Carlópolis","2000",12982
"4060","4104808","Cascavel","2000",237510
"4061","4104907","Castro","2000",64463
"4062","4105003","Catanduvas","2000",10347
"4063","4105102","Centenário do Sul","2000",12791
"4064","4105201","Cerro Azul","2000",18672
"4065","4105300","Céu Azul","2000",10356
"4066","4105409","Chopinzinho","2000",20654
"4067","4105508","Cianorte","2000",57639
"4068","4105607","Cidade Gaúcha","2000",9747
"4069","4105706","Clevelândia","2000",17868
"4070","4105805","Colombo","2000",177764
"4071","4105904","Colorado","2000",22131
"4072","4106001","Congonhinhas","2000",7579
"4073","4106100","Conselheiro Mairinck","2000",3871
"4074","4106209","Contenda","2000",13460
"4075","4106308","Corbélia","2000",15380
"4076","4106407","Cornélio Procópio","2000",46253
"4077","4106456","Coronel Domingos Soares","2000",6293
"4078","4106506","Coronel Vivida","2000",23271
"4079","4106555","Corumbataí do Sul","2000",4388
"4080","4106803","Cruz Machado","2000",17181
"4081","4106571","Cruzeiro do Iguaçu","2000",4622
"4082","4106605","Cruzeiro do Oeste","2000",19314
"4083","4106704","Cruzeiro do Sul","2000",4525
"4084","4106852","Cruzmaltina","2000",3272
"4085","4106902","Curitiba","2000",1584232
"4086","4107009","Curiúva","2000",12670
"4087","4107108","Diamante do Norte","2000",5573
"4088","4107124","Diamante do Sul","2000",3067
"4089","4107157","Diamante D'Oeste","2000",4160
"4090","4107207","Dois Vizinhos","2000",32615
"4091","4107256","Douradina","2000",4881
"4092","4107306","Doutor Camargo","2000",5858
"4093","4128633","Doutor Ulysses","2000",6017
"4094","4107405","Enéas Marques","2000",5701
"4095","4107504","Engenheiro Beltrão","2000",14431
"4096","4107538","Entre Rios do Oeste","2000",3244
"4097","4107520","Esperança Nova","2000",2016
"4098","4107546","Espigão Alto do Iguaçu","2000",5646
"4099","4107553","Farol","2000",3924
"4100","4107603","Faxinal","2000",17041
"4101","4107652","Fazenda Rio Grande","2000",49793
"4102","4107702","Fênix","2000",4487
"4103","4107736","Fernandes Pinheiro","2000",5663
"4104","4107751","Figueira","2000",8994
"4105","4107850","Flor da Serra do Sul","2000",5181
"4106","4107801","Floraí","2000",5631
"4107","4107900","Floresta","2000",5127
"4108","4108007","Florestópolis","2000",12398
"4109","4108106","Flórida","2000",2411
"4110","4108205","Formosa do Oeste","2000",8377
"4111","4108304","Foz do Iguaçu","2000",259425
"4112","4108452","Foz do Jordão","2000",6201
"4113","4108320","Francisco Alves","2000",6558
"4114","4108403","Francisco Beltrão","2000",72251
"4115","4108502","General Carneiro","2000",14000
"4116","4108551","Godoy Moreira","2000",3509
"4117","4108601","Goioerê","2000",28857
"4118","4108650","Goioxim","2000",7590
"4119","4108700","Grandes Rios","2000",6717
"4120","4108809","Guaíra","2000",28348
"4121","4108908","Guairaçá","2000",5721
"4122","4108957","Guamiranga","2000",7458
"4123","4109005","Guapirama","2000",4208
"4124","4109104","Guaporema","2000",2080
"4125","4109203","Guaraci","2000",4300
"4126","4109302","Guaraniaçu","2000",17888
"4127","4109401","Guarapuava","2000",160510
"4128","4109500","Guaraqueçaba","2000",8157
"4129","4109609","Guaratuba","2000",34773
"4130","4109658","Honório Serpa","2000",7002
"4131","4109708","Ibaiti","2000",24136
"4132","4109757","Ibema","2000",7180
"4133","4109807","Ibiporã","2000",42647
"4134","4109906","Icaraíma","2000",9182
"4135","4110003","Iguaraçu","2000",3443
"4136","4110052","Iguatu","2000",2077
"4137","4110078","Imbaú","2000",8641
"4138","4110102","Imbituva","2000",22417
"4139","4110201","Inácio Martins","2000",9154
"4140","4110300","Inajá","2000",2757
"4141","4110409","Indianópolis","2000",4319
"4142","4110508","Ipiranga","2000",13070
"4143","4110607","Iporã","2000",15814
"4144","4110656","Iracema do Oeste","2000",2553
"4145","4110706","Irati","2000",51847
"4146","4110805","Iretama","2000",10111
"4147","4110904","Itaguajé","2000",3880
"4148","4110953","Itaipulândia","2000",4941
"4149","4111001","Itambaracá","2000",6048
"4150","4111100","Itambé","2000",5848
"4151","4111209","Itapejara d'Oeste","2000",8845
"4152","4111258","Itaperuçu","2000",19349
"4153","4111308","Itaúna do Sul","2000",4113
"4154","4111407","Ivaí","2000",11763
"4155","4111506","Ivaiporã","2000",30308
"4156","4111555","Ivaté","2000",6595
"4157","4111605","Ivatuba","2000",2779
"4158","4111704","Jaboti","2000",4445
"4159","4111803","Jacarezinho","2000",37287
"4160","4111902","Jaguapitã","2000",11067
"4161","4112009","Jaguariaíva","2000",29020
"4162","4112108","Jandaia do Sul","2000",19496
"4163","4112207","Janiópolis","2000",7830
"4164","4112306","Japira","2000",3763
"4165","4112405","Japurá","2000",7455
"4166","4112504","Jardim Alegre","2000",10113
"4167","4112603","Jardim Olinda","2000",1293
"4168","4112702","Jataizinho","2000",13203
"4169","4112751","Jesuítas","2000",9123
"4170","4112801","Joaquim Távora","2000",9670
"4171","4112900","Jundiaí do Sul","2000",3177
"4172","4112959","Juranda","2000",8180
"4173","4113007","Jussara","2000",5942
"4174","4113106","Kaloré","2000",4673
"4175","4113205","Lapa","2000",43932
"4176","4113254","Laranjal","2000",7922
"4177","4113304","Laranjeiras do Sul","2000",43218
"4178","4113403","Leópolis","2000",4379
"4179","4113429","Lidianópolis","2000",4222
"4180","4113452","Lindoeste","2000",7103
"4181","4113502","Loanda","2000",18533
"4182","4113601","Lobato","2000",3867
"4183","4113700","Londrina","2000",432257
"4184","4113734","Luiziana","2000",6808
"4185","4113759","Lunardelli","2000",5025
"4186","4113809","Lupionópolis","2000",4406
"4187","4113908","Mallet","2000",13481
"4188","4114005","Mamborê","2000",14724
"4189","4114104","Mandaguaçu","2000",17703
"4190","4114203","Mandaguari","2000",29009
"4191","4114302","Mandirituba","2000",16610
"4192","4114351","Manfrinópolis","2000",3675
"4193","4114401","Mangueirinha","2000",16454
"4194","4114500","Manoel Ribas","2000",13996
"4195","4114609","Marechal Cândido Rondon","2000",41339
"4196","4114708","Maria Helena","2000",6093
"4197","4114807","Marialva","2000",27759
"4198","4114906","Marilândia do Sul","2000",8602
"4199","4115002","Marilena","2000",6070
"4200","4115101","Mariluz","2000",9824
"4201","4115200","Maringá","2000",286461
"4202","4115309","Mariópolis","2000",6166
"4203","4115358","Maripá","2000",5993
"4204","4115408","Marmeleiro","2000",13585
"4205","4115457","Marquinho","2000",5861
"4206","4115507","Marumbi","2000",4416
"4207","4115606","Matelândia","2000",14026
"4208","4115705","Matinhos","2000",20578
"4209","4115739","Mato Rico","2000",4364
"4210","4115754","Mauá da Serra","2000",5444
"4211","4115804","Medianeira","2000",36199
"4212","4115853","Mercedes","2000",4735
"4213","4115903","Mirador","2000",2193
"4214","4116000","Miraselva","2000",1594
"4215","4116059","Missal","2000",9683
"4216","4116109","Moreira Sales","2000",12875
"4217","4116208","Morretes","2000",16394
"4218","4116307","Munhoz de Melo","2000",3314
"4219","4116406","Nossa Senhora das Graças","2000",3532
"4220","4116505","Nova Aliança do Ivaí","2000",1270
"4221","4116604","Nova América da Colina","2000",3137
"4222","4116703","Nova Aurora","2000",13889
"4223","4116802","Nova Cantu","2000",8280
"4224","4116901","Nova Esperança","2000",28444
"4225","4116950","Nova Esperança do Sudoeste","2000",5015
"4226","4117008","Nova Fátima","2000",7973
"4227","4117057","Nova Laranjeiras","2000",18883
"4228","4117107","Nova Londrina","2000",13453
"4229","4117206","Nova Olímpia","2000",5102
"4230","4117255","Nova Prata do Iguaçu","2000",10229
"4231","4117214","Nova Santa Bárbara","2000",3789
"4232","4117222","Nova Santa Rosa","2000",7177
"4233","4117271","Nova Tebas","2000",12514
"4234","4117297","Novo Itacolomi","2000",2578
"4235","4117305","Ortigueira","2000",31581
"4236","4117404","Ourizona","2000",3511
"4237","4117453","Ouro Verde do Oeste","2000",5762
"4238","4117503","Paiçandu","2000",29809
"4239","4117602","Palmas","2000",27002
"4240","4117701","Palmeira","2000",30517
"4241","4117800","Palmital","2000",17234
"4242","4117909","Palotina","2000",25193
"4243","4118006","Paraíso do Norte","2000",9870
"4244","4118105","Paranacity","2000",10001
"4245","4118204","Paranaguá","2000",126076
"4246","4118303","Paranapoema","2000",2507
"4247","4118402","Paranavaí","2000",74180
"4248","4118451","Pato Bragado","2000",3653
"4249","4118501","Pato Branco","2000",63479
"4250","4118600","Paula Freitas","2000",4777
"4251","4118709","Paulo Frontin","2000",6931
"4252","4118808","Peabiru","2000",13013
"4253","4118857","Perobal","2000",5670
"4254","4118907","Pérola","2000",9074
"4255","4119004","Pérola d'Oeste","2000",7682
"4256","4119103","Piên","2000",9322
"4257","4119152","Pinhais","2000",98198
"4258","4119251","Pinhal de São Bento","2000",2549
"4259","4119202","Pinhalão","2000",6015
"4260","4119301","Pinhão","2000",26011
"4261","4119400","Piraí do Sul","2000",20395
"4262","4119509","Piraquara","2000",57693
"4263","4119608","Pitanga","2000",35806
"4264","4119657","Pitangueiras","2000",2164
"4265","4119707","Planaltina do Paraná","2000",3535
"4266","4119806","Planalto","2000",13911
"4267","4119905","Ponta Grossa","2000",268013
"4268","4119954","Pontal do Paraná","2000",10394
"4269","4120002","Porecatu","2000",17567
"4270","4120101","Porto Amazonas","2000",3722
"4271","4120150","Porto Barreiro","2000",4057
"4272","4120200","Porto Rico","2000",2333
"4273","4120309","Porto Vitória","2000",3751
"4274","4120333","Prado Ferreira","2000",2422
"4275","4120358","Pranchita","2000",6406
"4276","4120408","Presidente Castelo Branco","2000",4348
"4277","4120507","Primeiro de Maio","2000",10518
"4278","4120606","Prudentópolis","2000",46148
"4279","4120655","Quarto Centenário","2000",5273
"4280","4120705","Quatiguá","2000",6507
"4281","4120804","Quatro Barras","2000",15173
"4282","4120853","Quatro Pontes","2000",3581
"4283","4120903","Quedas do Iguaçu","2000",24043
"4284","4121000","Querência do Norte","2000",10597
"4285","4121109","Quinta do Sol","2000",5122
"4286","4121208","Quitandinha","2000",13540
"4287","4121257","Ramilândia","2000",2606
"4288","4121307","Rancho Alegre","2000",4088
"4289","4121356","Rancho Alegre D'Oeste","2000",2968
"4290","4121406","Realeza","2000",15508
"4291","4121505","Rebouças","2000",14843
"4292","4121604","Renascença","2000",6958
"4293","4121703","Reserva","2000",21776
"4294","4121752","Reserva do Iguaçu","2000",5354
"4295","4121802","Ribeirão Claro","2000",10208
"4296","4121901","Ribeirão do Pinhal","2000",14306
"4297","4122008","Rio Azul","2000",12768
"4298","4122107","Rio Bom","2000",3288
"4299","4122156","Rio Bonito do Iguaçu","2000",11808
"4300","4122172","Rio Branco do Ivaí","2000",3238
"4301","4122206","Rio Branco do Sul","2000",21174
"4302","4122305","Rio Negro","2000",30584
"4303","4122404","Rolândia","2000",48782
"4304","4122503","Roncador","2000",11607
"4305","4122602","Rondon","2000",7944
"4306","4122651","Rosário do Ivaí","2000",6148
"4307","4122701","Sabáudia","2000",5246
"4308","4122800","Salgado Filho","2000",4729
"4309","4122909","Salto do Itararé","2000",4603
"4310","4123006","Salto do Lontra","2000",12574
"4311","4123105","Santa Amélia","2000",4375
"4312","4123204","Santa Cecília do Pavão","2000",3555
"4313","4123303","Santa Cruz de Monte Castelo","2000",7205
"4314","4123402","Santa Fé","2000",8261
"4315","4123501","Santa Helena","2000",19808
"4316","4123600","Santa Inês","2000",1917
"4317","4123709","Santa Isabel do Ivaí","2000",9137
"4318","4123808","Santa Izabel do Oeste","2000",11527
"4319","4123824","Santa Lúcia","2000",3810
"4320","4123857","Santa Maria do Oeste","2000",14302
"4321","4123907","Santa Mariana","2000",11480
"4322","4123956","Santa Mônica","2000",2458
"4323","4124020","Santa Tereza do Oeste","2000",11358
"4324","4124053","Santa Terezinha de Itaipu","2000",18217
"4325","4124004","Santana do Itararé","2000",5397
"4326","4124103","Santo Antônio da Platina","2000",39843
"4327","4124202","Santo Antônio do Caiuá","2000",2766
"4328","4124301","Santo Antônio do Paraíso","2000",2596
"4329","4124400","Santo Antônio do Sudoeste","2000",18104
"4330","4124509","Santo Inácio","2000",4880
"4331","4124608","São Carlos do Ivaí","2000",5660
"4332","4124707","São Jerônimo da Serra","2000",9668
"4333","4124806","São João","2000",10698
"4334","4124905","São João do Caiuá","2000",6205
"4335","4125001","São João do Ivaí","2000",12088
"4336","4125100","São João do Triunfo","2000",11628
"4337","4125308","São Jorge do Ivaí","2000",5761
"4338","4125357","São Jorge do Patrocínio","2000",5825
"4339","4125209","São Jorge d'Oeste","2000",9364
"4340","4125407","São José da Boa Vista","2000",6113
"4341","4125456","São José das Palmeiras","2000",3826
"4342","4125506","São José dos Pinhais","2000",196884
"4343","4125555","São Manoel do Paraná","2000",1840
"4344","4125605","São Mateus do Sul","2000",38477
"4345","4125704","São Miguel do Iguaçu","2000",25468
"4346","4125753","São Pedro do Iguaçu","2000",6297
"4347","4125803","São Pedro do Ivaí","2000",11009
"4348","4125902","São Pedro do Paraná","2000",2414
"4349","4126009","São Sebastião da Amoreira","2000",8299
"4350","4126108","São Tomé","2000",4833
"4351","4126207","Sapopema","2000",7409
"4352","4126256","Sarandi","2000",66185
"4353","4126272","Saudade do Iguaçu","2000",3369
"4354","4126306","Sengés","2000",18274
"4355","4126355","Serranópolis do Iguaçu","2000",4612
"4356","4126405","Sertaneja","2000",6536
"4357","4126504","Sertanópolis","2000",14512
"4358","4126603","Siqueira Campos","2000",14585
"4359","4126652","Sulina","2000",3783
"4360","4126678","Tamarana","2000",10012
"4361","4126702","Tamboara","2000",4227
"4362","4126801","Tapejara","2000",14255
"4363","4126900","Tapira","2000",5675
"4364","4127007","Teixeira Soares","2000",7580
"4365","4127106","Telêmaco Borba","2000",56636
"4366","4127205","Terra Boa","2000",14724
"4367","4127304","Terra Rica","2000",12555
"4368","4127403","Terra Roxa","2000",14775
"4369","4127502","Tibagi","2000",19031
"4370","4127601","Tijucas do Sul","2000",12616
"4371","4127700","Toledo","2000",99387
"4372","4127809","Tomazina","2000",9077
"4373","4127858","Três Barras do Paraná","2000",11425
"4374","4127882","Tunas do Paraná","2000",3622
"4375","4127908","Tuneiras do Oeste","2000",7893
"4376","4127957","Tupãssi","2000",8099
"4377","4127965","Turvo","2000",13324
"4378","4128005","Ubiratã","2000",21685
"4379","4128104","Umuarama","2000",86712
"4380","4128203","União da Vitória","2000",46705
"4381","4128302","Uniflor","2000",2483
"4382","4128401","Uraí","2000",10617
"4383","4128534","Ventania","2000",7971
"4384","4128559","Vera Cruz do Oeste","2000",9024
"4385","4128609","Verê","2000",7723
"4386","4128658","Virmond","2000",4110
"4387","4128708","Vitorino","2000",6356
"4388","4128500","Wenceslau Braz","2000",18500
"4389",NA,"Xambrê","2000",6047
"4390","4100103","Abatiá","2001",7983
"4391","4100202","Adrianópolis","2001",6778
"4392","4100301","Agudos do Sul","2001",7358
"4393","4100400","Almirante Tamandaré","2001",92327
"4394","4100459","Altamira do Paraná","2001",6941
"4395","4128625","Alto Paraíso","2001",3715
"4396","4100608","Alto Paraná","2001",12790
"4397","4100707","Alto Piquiri","2001",10534
"4398","4100509","Altônia","2001",18565
"4399","4100806","Alvorada do Sul","2001",9208
"4400","4100905","Amaporã","2001",4761
"4401","4101002","Ampére","2001",15935
"4402","4101051","Anahy","2001",2925
"4403","4101101","Andirá","2001",21917
"4404","4101150","Ângulo","2001",2893
"4405","4101200","Antonina","2001",19401
"4406","4101309","Antônio Olinto","2001",7367
"4407","4101408","Apucarana","2001",109386
"4408","4101507","Arapongas","2001",87990
"4409","4101606","Arapoti","2001",24186
"4410","4101655","Arapuã","2001",4068
"4411","4101705","Araruna","2001",13134
"4412","4101804","Araucária","2001",98118
"4413","4101853","Ariranha do Ivaí","2001",2823
"4414","4101903","Assaí","2001",17771
"4415","4102000","Assis Chateaubriand","2001",32513
"4416","4102109","Astorga","2001",23792
"4417","4102208","Atalaia","2001",4001
"4418","4102307","Balsa Nova","2001",10479
"4419","4102406","Bandeirantes","2001",33658
"4420","4102505","Barbosa Ferraz","2001",13562
"4421","4102703","Barra do Jacaré","2001",2668
"4422","4102604","Barracão","2001",9224
"4423","4102752","Bela Vista da Caroba","2001",4433
"4424","4102802","Bela Vista do Paraíso","2001",15021
"4425","4102901","Bituruna","2001",16050
"4426","4103008","Boa Esperança","2001",4937
"4427","4103024","Boa Esperança do Iguaçu","2001",3012
"4428","4103040","Boa Ventura de São Roque","2001",6782
"4429","4103057","Boa Vista da Aparecida","2001",8166
"4430","4103107","Bocaiúva do Sul","2001",9202
"4431","4103156","Bom Jesus do Sul","2001",4096
"4432","4103206","Bom Sucesso","2001",6057
"4433","4103222","Bom Sucesso do Sul","2001",3330
"4434","4103305","Borrazópolis","2001",9206
"4435","4103354","Braganey","2001",5960
"4436","4103370","Brasilândia do Sul","2001",3794
"4437","4103404","Cafeara","2001",2497
"4438","4103453","Cafelândia","2001",11512
