"","Localidade","Variável","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"275","Campina da Lagoa","Profissionais de Saúde - Farmacêuticos",6,4,6,1,1,1,3,2,2,4,6
"276","Campina do Simão","Profissionais de Saúde - Total",6,8,8,11,12,9,8,11,12,10,12
"277","Campina do Simão","Profissionais de Saúde - Médicos",2,3,3,4,4,4,3,4,4,3,3
"278","Campina do Simão","Profissionais de Saúde - Enfermeiros",2,2,2,4,5,3,2,4,5,4,5
"279","Campina do Simão","Profissionais de Saúde - Dentistas",2,2,2,2,2,1,2,2,2,2,3
"280","Campina do Simão","Profissionais de Saúde - Farmacêuticos",NA,1,1,1,1,1,1,1,1,1,1
"281","Campina Grande do Sul","Profissionais de Saúde - Total",212,189,212,217,245,253,260,296,323,321,324
"282","Campina Grande do Sul","Profissionais de Saúde - Médicos",171,143,164,163,178,190,198,221,248,237,222
"283","Campina Grande do Sul","Profissionais de Saúde - Enfermeiros",16,20,22,29,41,41,40,52,41,43,50
"284","Campina Grande do Sul","Profissionais de Saúde - Dentistas",16,17,17,17,17,16,15,14,22,30,30
"285","Campina Grande do Sul","Profissionais de Saúde - Farmacêuticos",9,9,9,8,9,6,7,9,12,11,11
"286","Campo Bonito","Profissionais de Saúde - Total",5,5,8,8,9,10,13,12,12,11,12
"287","Campo Bonito","Profissionais de Saúde - Médicos",NA,NA,2,2,2,2,4,2,3,2,2
"288","Campo Bonito","Profissionais de Saúde - Enfermeiros",2,2,3,3,4,4,4,4,3,3,4
"289","Campo Bonito","Profissionais de Saúde - Dentistas",2,2,2,3,3,3,3,4,4,4,4
"290","Campo Bonito","Profissionais de Saúde - Farmacêuticos",1,1,1,NA,NA,1,2,2,2,2,2
"291","Campo do Tenente","Profissionais de Saúde - Total",15,10,9,9,9,9,10,13,15,21,19
"292","Campo do Tenente","Profissionais de Saúde - Médicos",7,3,1,3,3,2,2,2,4,5,5
"293","Campo do Tenente","Profissionais de Saúde - Enfermeiros",4,3,3,4,4,4,4,7,7,9,8
"294","Campo do Tenente","Profissionais de Saúde - Dentistas",2,2,2,2,2,2,2,2,2,5,5
"295","Campo do Tenente","Profissionais de Saúde - Farmacêuticos",2,2,3,NA,NA,1,2,2,2,2,1
"296","Campo Largo","Profissionais de Saúde - Total",470,476,521,529,600,615,708,742,728,874,NA
"297","Campo Largo","Profissionais de Saúde - Médicos",313,280,310,330,355,365,448,446,424,477,457
"298","Campo Largo","Profissionais de Saúde - Enfermeiros",86,116,122,126,171,166,170,198,208,284,388
"299","Campo Largo","Profissionais de Saúde - Dentistas",50,51,59,60,61,67,72,78,77,90,94
"300","Campo Largo","Profissionais de Saúde - Farmacêuticos",21,29,30,13,13,17,18,20,19,23,40
"301","Campo Magro","Profissionais de Saúde - Total",39,43,45,38,38,47,46,48,55,61,87
"302","Campo Magro","Profissionais de Saúde - Médicos",24,19,16,16,13,19,19,23,25,29,54
"303","Campo Magro","Profissionais de Saúde - Enfermeiros",8,14,16,14,17,19,18,17,20,22,22
"304","Campo Magro","Profissionais de Saúde - Dentistas",4,6,8,8,8,8,8,6,7,7,7
"305","Campo Magro","Profissionais de Saúde - Farmacêuticos",3,4,5,NA,NA,1,1,2,3,3,4
"306","Campo Mourão","Profissionais de Saúde - Total",337,398,422,392,421,396,422,433,490,540,627
"307","Campo Mourão","Profissionais de Saúde - Médicos",144,154,162,159,169,181,192,195,221,241,276
"308","Campo Mourão","Profissionais de Saúde - Enfermeiros",51,84,95,94,105,115,124,131,147,174,201
"309","Campo Mourão","Profissionais de Saúde - Dentistas",113,124,129,122,127,78,83,85,97,98,100
"310","Campo Mourão","Profissionais de Saúde - Farmacêuticos",29,36,36,17,20,22,23,22,25,27,45
"311","Cândido de Abreu","Profissionais de Saúde - Total",20,21,18,20,28,29,25,24,23,23,23
"312","Cândido de Abreu","Profissionais de Saúde - Médicos",6,4,3,4,6,6,7,7,5,4,4
"313","Cândido de Abreu","Profissionais de Saúde - Enfermeiros",6,8,7,8,10,12,9,8,9,10,10
"314","Cândido de Abreu","Profissionais de Saúde - Dentistas",5,6,5,6,9,8,7,7,7,7,7
"315","Cândido de Abreu","Profissionais de Saúde - Farmacêuticos",3,3,3,2,3,3,2,2,2,2,2
"316","Candói","Profissionais de Saúde - Total",34,35,38,35,42,42,48,49,43,39,41
"317","Candói","Profissionais de Saúde - Médicos",10,10,12,12,16,16,21,19,13,8,10
"318","Candói","Profissionais de Saúde - Enfermeiros",9,10,9,7,10,12,12,14,14,15,14
"319","Candói","Profissionais de Saúde - Dentistas",12,12,13,14,14,13,13,14,14,14,14
"320","Candói","Profissionais de Saúde - Farmacêuticos",3,3,4,2,2,1,2,2,2,2,3
"321","Cantagalo","Profissionais de Saúde - Total",19,22,20,18,22,18,17,20,21,17,17
"322","Cantagalo","Profissionais de Saúde - Médicos",6,6,5,6,7,4,3,5,7,5,6
"323","Cantagalo","Profissionais de Saúde - Enfermeiros",5,8,7,6,9,9,9,10,7,7,6
"324","Cantagalo","Profissionais de Saúde - Dentistas",6,6,6,6,6,5,5,5,7,5,5
"325","Cantagalo","Profissionais de Saúde - Farmacêuticos",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"326","Capanema","Profissionais de Saúde - Total",29,35,34,30,30,35,35,42,41,45,47
"327","Capanema","Profissionais de Saúde - Médicos",8,9,8,9,9,12,12,14,12,14,12
"328","Capanema","Profissionais de Saúde - Enfermeiros",9,10,9,8,8,9,10,14,13,14,15
"329","Capanema","Profissionais de Saúde - Dentistas",8,11,12,11,11,11,10,12,11,11,14
"330","Capanema","Profissionais de Saúde - Farmacêuticos",4,5,5,2,2,3,3,2,5,6,6
"331","Capitão Leônidas Marques","Profissionais de Saúde - Total",22,24,22,22,31,35,34,41,42,41,47
"332","Capitão Leônidas Marques","Profissionais de Saúde - Médicos",8,9,7,9,13,15,13,16,12,11,16
"333","Capitão Leônidas Marques","Profissionais de Saúde - Enfermeiros",4,5,5,6,10,10,10,12,16,16,18
"334","Capitão Leônidas Marques","Profissionais de Saúde - Dentistas",7,7,7,7,8,10,11,12,11,11,11
"335","Capitão Leônidas Marques","Profissionais de Saúde - Farmacêuticos",3,3,3,NA,NA,NA,NA,1,3,3,2
"336","Carambeí","Profissionais de Saúde - Total",30,23,29,34,42,43,44,50,56,55,68
"337","Carambeí","Profissionais de Saúde - Médicos",12,5,8,14,21,21,22,27,30,29,40
"338","Carambeí","Profissionais de Saúde - Enfermeiros",3,6,8,9,9,9,9,9,10,10,13
"339","Carambeí","Profissionais de Saúde - Dentistas",10,9,10,10,11,12,12,12,14,14,14
"340","Carambeí","Profissionais de Saúde - Farmacêuticos",5,3,3,1,1,1,1,2,2,2,1
"341","Carlópolis","Profissionais de Saúde - Total",16,19,23,18,17,17,18,27,27,28,24
"342","Carlópolis","Profissionais de Saúde - Médicos",3,5,5,3,5,5,6,10,10,11,11
"343","Carlópolis","Profissionais de Saúde - Enfermeiros",5,5,6,6,5,5,4,10,10,10,7
"344","Carlópolis","Profissionais de Saúde - Dentistas",4,5,6,6,6,6,7,7,7,7,6
"345","Carlópolis","Profissionais de Saúde - Farmacêuticos",4,4,6,3,1,1,1,NA,NA,NA,NA
"346","Cascavel","Profissionais de Saúde - Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Cascavel","Profissionais de Saúde - Médicos",595,621,661,711,788,816,857,935,NA,NA,NA
"348","Cascavel","Profissionais de Saúde - Enfermeiros",221,229,334,355,394,414,439,477,559,597,684
"349","Cascavel","Profissionais de Saúde - Dentistas",221,235,261,279,290,298,308,331,337,335,349
"350","Cascavel","Profissionais de Saúde - Farmacêuticos",80,75,115,55,72,83,91,111,121,128,179
"351","Castro","Profissionais de Saúde - Total",174,167,182,162,174,153,166,200,222,267,271
"352","Castro","Profissionais de Saúde - Médicos",72,66,68,64,73,57,66,91,102,134,131
"353","Castro","Profissionais de Saúde - Enfermeiros",38,38,47,43,42,39,50,55,56,62,66
"354","Castro","Profissionais de Saúde - Dentistas",45,45,49,52,52,54,46,49,49,53,54
"355","Castro","Profissionais de Saúde - Farmacêuticos",19,18,18,3,7,3,4,5,15,18,17
"356","Catanduvas","Profissionais de Saúde - Total",11,12,15,15,18,16,15,25,15,25,17
"357","Catanduvas","Profissionais de Saúde - Médicos",2,2,3,2,5,5,4,6,2,6,5
"358","Catanduvas","Profissionais de Saúde - Enfermeiros",3,4,6,7,7,6,6,12,6,12,6
"359","Catanduvas","Profissionais de Saúde - Dentistas",3,3,3,3,3,3,3,4,4,4,3
"360","Catanduvas","Profissionais de Saúde - Farmacêuticos",3,3,3,3,3,2,2,3,3,3,3
"361","Centenário do Sul","Profissionais de Saúde - Total",21,18,24,22,23,26,27,30,24,26,30
"362","Centenário do Sul","Profissionais de Saúde - Médicos",4,2,4,4,7,9,12,13,8,8,11
"363","Centenário do Sul","Profissionais de Saúde - Enfermeiros",7,6,10,10,8,10,8,10,9,10,10
"364","Centenário do Sul","Profissionais de Saúde - Dentistas",7,7,7,8,8,7,7,7,7,8,8
"365","Centenário do Sul","Profissionais de Saúde - Farmacêuticos",3,3,3,NA,NA,NA,NA,NA,NA,NA,1
"366","Cerro Azul","Profissionais de Saúde - Total",24,22,25,29,22,22,23,22,21,22,21
"367","Cerro Azul","Profissionais de Saúde - Médicos",7,6,8,9,7,6,8,7,6,8,5
"368","Cerro Azul","Profissionais de Saúde - Enfermeiros",7,6,7,10,8,9,8,9,9,9,11
"369","Cerro Azul","Profissionais de Saúde - Dentistas",7,7,7,9,5,6,6,6,6,5,5
"370","Cerro Azul","Profissionais de Saúde - Farmacêuticos",3,3,3,1,2,1,1,NA,NA,NA,NA
"371","Céu Azul","Profissionais de Saúde - Total",31,31,24,21,29,24,26,36,25,26,29
"372","Céu Azul","Profissionais de Saúde - Médicos",8,6,3,5,8,8,9,6,5,6,6
"373","Céu Azul","Profissionais de Saúde - Enfermeiros",8,9,7,7,12,7,7,19,12,11,13
"374","Céu Azul","Profissionais de Saúde - Dentistas",10,10,9,8,7,7,8,7,7,7,7
"375","Céu Azul","Profissionais de Saúde - Farmacêuticos",5,6,5,1,2,2,2,4,1,2,3
"376","Chopinzinho","Profissionais de Saúde - Total",80,69,72,78,90,86,97,99,97,97,108
"377","Chopinzinho","Profissionais de Saúde - Médicos",33,29,30,38,45,40,46,50,42,44,49
"378","Chopinzinho","Profissionais de Saúde - Enfermeiros",24,18,17,21,26,26,31,30,29,27,33
"379","Chopinzinho","Profissionais de Saúde - Dentistas",18,17,21,18,17,18,18,17,20,22,21
"380","Chopinzinho","Profissionais de Saúde - Farmacêuticos",5,5,4,1,2,2,2,2,6,4,5
"381","Cianorte","Profissionais de Saúde - Total",224,229,253,258,274,308,317,350,373,431,437
"382","Cianorte","Profissionais de Saúde - Médicos",117,113,119,126,132,157,159,171,177,227,196
"383","Cianorte","Profissionais de Saúde - Enfermeiros",48,50,62,70,77,76,79,90,98,101,106
"384","Cianorte","Profissionais de Saúde - Dentistas",33,37,40,48,49,57,60,62,67,68,69
"385","Cianorte","Profissionais de Saúde - Farmacêuticos",26,29,32,14,16,18,19,27,31,35,60
"386","Cidade Gaúcha","Profissionais de Saúde - Total",14,20,24,24,27,26,24,24,23,24,29
"387","Cidade Gaúcha","Profissionais de Saúde - Médicos",5,3,3,3,5,5,5,5,5,6,10
"388","Cidade Gaúcha","Profissionais de Saúde - Enfermeiros",4,7,10,11,10,11,9,9,8,7,9
"389","Cidade Gaúcha","Profissionais de Saúde - Dentistas",4,6,7,9,10,8,8,8,9,9,9
"390","Cidade Gaúcha","Profissionais de Saúde - Farmacêuticos",1,4,4,1,2,2,2,2,1,2,1
"391","Clevelândia","Profissionais de Saúde - Total",28,25,28,30,32,31,35,39,45,54,61
"392","Clevelândia","Profissionais de Saúde - Médicos",7,5,7,7,9,9,12,13,18,22,27
"393","Clevelândia","Profissionais de Saúde - Enfermeiros",10,9,10,13,12,12,12,13,16,19,20
"394","Clevelândia","Profissionais de Saúde - Dentistas",7,8,8,8,8,8,8,8,7,7,7
"395","Clevelândia","Profissionais de Saúde - Farmacêuticos",4,3,3,2,3,2,3,5,4,6,6
"396","Colombo","Profissionais de Saúde - Total",299,318,331,356,357,396,432,399,402,413,453
"397","Colombo","Profissionais de Saúde - Médicos",173,180,177,189,186,213,235,200,194,195,203
"398","Colombo","Profissionais de Saúde - Enfermeiros",63,73,80,94,95,92,106,109,111,116,133
"399","Colombo","Profissionais de Saúde - Dentistas",48,48,57,64,66,80,82,82,88,91,91
"400","Colombo","Profissionais de Saúde - Farmacêuticos",15,17,17,9,10,11,9,8,9,11,16
"401","Colorado","Profissionais de Saúde - Total",84,88,89,89,91,82,77,107,124,120,143
"402","Colorado","Profissionais de Saúde - Médicos",31,30,31,35,35,28,28,48,56,55,72
"403","Colorado","Profissionais de Saúde - Enfermeiros",14,15,17,18,19,19,17,24,32,30,33
"404","Colorado","Profissionais de Saúde - Dentistas",27,30,30,34,34,32,29,32,32,32,31
"405","Colorado","Profissionais de Saúde - Farmacêuticos",12,13,11,2,3,3,3,3,4,3,6
"406","Congonhinhas","Profissionais de Saúde - Total",13,15,16,13,23,29,28,27,30,27,26
"407","Congonhinhas","Profissionais de Saúde - Médicos",4,4,4,4,8,7,7,7,9,9,7
"408","Congonhinhas","Profissionais de Saúde - Enfermeiros",5,5,5,4,9,11,10,11,12,13,13
"409","Congonhinhas","Profissionais de Saúde - Dentistas",4,4,4,4,4,8,7,6,6,2,3
"410","Congonhinhas","Profissionais de Saúde - Farmacêuticos",NA,2,3,1,2,3,4,3,3,3,3
"411","Conselheiro Mairinck","Profissionais de Saúde - Total",9,9,9,6,9,7,8,8,7,7,8
"412","Conselheiro Mairinck","Profissionais de Saúde - Médicos",2,1,NA,NA,2,1,1,2,1,1,2
"413","Conselheiro Mairinck","Profissionais de Saúde - Enfermeiros",3,3,4,3,3,3,3,3,3,3,3
"414","Conselheiro Mairinck","Profissionais de Saúde - Dentistas",2,3,3,3,4,3,4,3,3,3,3
"415","Conselheiro Mairinck","Profissionais de Saúde - Farmacêuticos",2,2,2,NA,NA,NA,NA,NA,NA,NA,NA
"416","Contenda","Profissionais de Saúde - Total",25,23,26,27,32,34,30,31,31,33,34
"417","Contenda","Profissionais de Saúde - Médicos",6,7,7,10,16,15,12,12,12,13,15
"418","Contenda","Profissionais de Saúde - Enfermeiros",9,8,9,10,10,13,12,13,13,14,13
"419","Contenda","Profissionais de Saúde - Dentistas",8,6,7,7,6,6,6,6,6,6,6
"420","Contenda","Profissionais de Saúde - Farmacêuticos",2,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"421","Corbélia","Profissionais de Saúde - Total",49,40,35,31,37,32,39,42,39,47,73
"422","Corbélia","Profissionais de Saúde - Médicos",26,16,13,12,12,7,12,12,10,15,32
"423","Corbélia","Profissionais de Saúde - Enfermeiros",10,10,8,7,14,14,16,16,14,16,21
"424","Corbélia","Profissionais de Saúde - Dentistas",9,10,10,9,8,8,8,11,12,13,15
"425","Corbélia","Profissionais de Saúde - Farmacêuticos",4,4,4,3,3,3,3,3,3,3,5
"426","Cornélio Procópio","Profissionais de Saúde - Total",197,214,240,228,231,242,247,266,283,297,335
"427","Cornélio Procópio","Profissionais de Saúde - Médicos",97,103,104,115,114,118,120,124,130,136,163
"428","Cornélio Procópio","Profissionais de Saúde - Enfermeiros",44,50,59,60,64,69,73,85,92,99,102
"429","Cornélio Procópio","Profissionais de Saúde - Dentistas",37,39,42,42,42,44,43,46,47,49,52
"430","Cornélio Procópio","Profissionais de Saúde - Farmacêuticos",19,22,35,11,11,11,11,11,14,13,18
"431","Coronel Domingos Soares","Profissionais de Saúde - Total",19,13,15,12,18,21,25,28,22,23,26
"432","Coronel Domingos Soares","Profissionais de Saúde - Médicos",9,5,6,5,9,8,8,9,9,9,9
"433","Coronel Domingos Soares","Profissionais de Saúde - Enfermeiros",4,4,4,4,5,8,11,12,8,7,10
"434","Coronel Domingos Soares","Profissionais de Saúde - Dentistas",5,3,4,2,3,3,3,4,4,5,5
"435","Coronel Domingos Soares","Profissionais de Saúde - Farmacêuticos",1,1,1,1,1,2,3,3,1,2,2
"436","Coronel Vivida","Profissionais de Saúde - Total",42,49,59,62,68,66,62,66,76,81,87
"437","Coronel Vivida","Profissionais de Saúde - Médicos",15,18,20,19,21,20,22,21,24,28,28
"438","Coronel Vivida","Profissionais de Saúde - Enfermeiros",10,12,19,22,25,25,23,25,31,31,32
"439","Coronel Vivida","Profissionais de Saúde - Dentistas",11,13,14,17,18,17,14,17,17,18,20
"440","Coronel Vivida","Profissionais de Saúde - Farmacêuticos",6,6,6,4,4,4,3,3,4,4,5
"441","Corumbataí do Sul","Profissionais de Saúde - Total",5,9,8,10,12,11,10,10,9,10,9
"442","Corumbataí do Sul","Profissionais de Saúde - Médicos",1,3,2,3,3,3,3,2,2,2,1
"443","Corumbataí do Sul","Profissionais de Saúde - Enfermeiros",2,3,5,5,7,5,4,5,4,5,5
"444","Corumbataí do Sul","Profissionais de Saúde - Dentistas",2,2,1,1,1,2,2,2,2,2,2
"445","Corumbataí do Sul","Profissionais de Saúde - Farmacêuticos",NA,1,NA,1,1,1,1,1,1,1,1
"446","Cruz Machado","Profissionais de Saúde - Total",20,22,25,27,28,29,31,30,29,27,30
"447","Cruz Machado","Profissionais de Saúde - Médicos",6,6,6,6,8,10,11,11,10,10,11
"448","Cruz Machado","Profissionais de Saúde - Enfermeiros",4,5,8,11,11,11,12,12,11,9,11
"449","Cruz Machado","Profissionais de Saúde - Dentistas",7,7,7,8,7,7,7,5,6,6,6
"450","Cruz Machado","Profissionais de Saúde - Farmacêuticos",3,4,4,2,2,1,1,2,2,2,2
"451","Cruzeiro do Iguaçu","Profissionais de Saúde - Total",9,7,8,5,6,6,7,9,9,11,11
"452","Cruzeiro do Iguaçu","Profissionais de Saúde - Médicos",2,NA,1,1,1,1,1,2,1,2,3
"453","Cruzeiro do Iguaçu","Profissionais de Saúde - Enfermeiros",3,3,3,2,3,3,3,3,4,4,4
"454","Cruzeiro do Iguaçu","Profissionais de Saúde - Dentistas",2,3,3,1,1,1,1,2,2,3,2
"455","Cruzeiro do Iguaçu","Profissionais de Saúde - Farmacêuticos",2,1,1,1,1,1,2,2,2,2,2
"456","Cruzeiro do Oeste","Profissionais de Saúde - Total",51,54,62,59,61,67,91,77,80,77,83
"457","Cruzeiro do Oeste","Profissionais de Saúde - Médicos",22,24,27,26,27,30,53,35,39,40,45
"458","Cruzeiro do Oeste","Profissionais de Saúde - Enfermeiros",11,11,14,15,17,20,21,23,20,20,21
"459","Cruzeiro do Oeste","Profissionais de Saúde - Dentistas",15,16,17,18,17,16,16,18,19,15,14
"460","Cruzeiro do Oeste","Profissionais de Saúde - Farmacêuticos",3,3,4,NA,NA,1,1,1,2,2,3
"461","Cruzeiro do Sul","Profissionais de Saúde - Total",9,10,10,8,8,10,10,10,9,9,8
"462","Cruzeiro do Sul","Profissionais de Saúde - Médicos",2,2,2,NA,2,2,2,2,1,2,2
"463","Cruzeiro do Sul","Profissionais de Saúde - Enfermeiros",3,4,4,5,4,5,5,5,5,4,4
"464","Cruzeiro do Sul","Profissionais de Saúde - Dentistas",2,2,2,2,1,2,2,2,2,2,1
"465","Cruzeiro do Sul","Profissionais de Saúde - Farmacêuticos",2,2,2,1,1,1,1,1,1,1,1
"466","Cruzmaltina","Profissionais de Saúde - Total",7,4,5,5,8,9,8,10,9,9,10
"467","Cruzmaltina","Profissionais de Saúde - Médicos",1,NA,1,NA,2,2,2,3,2,2,3
"468","Cruzmaltina","Profissionais de Saúde - Enfermeiros",2,2,2,2,3,4,3,4,4,4,4
"469","Cruzmaltina","Profissionais de Saúde - Dentistas",2,2,2,2,2,2,2,2,2,2,2
"470","Cruzmaltina","Profissionais de Saúde - Farmacêuticos",2,NA,NA,1,1,1,1,1,1,1,1
"471","Curitiba","Profissionais de Saúde - Total",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"472","Curitiba","Profissionais de Saúde - Médicos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","Curitiba","Profissionais de Saúde - Enfermeiros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","Curitiba","Profissionais de Saúde - Dentistas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Curitiba","Profissionais de Saúde - Farmacêuticos",650,647,712,364,405,415,435,461,486,498,558
"476","Curiúva","Profissionais de Saúde - Total",22,20,18,20,20,22,23,24,25,25,32
"477","Curiúva","Profissionais de Saúde - Médicos",7,6,4,6,5,7,8,10,7,7,9
"478","Curiúva","Profissionais de Saúde - Enfermeiros",8,8,9,9,10,10,8,10,12,12,14
"479","Curiúva","Profissionais de Saúde - Dentistas",4,4,3,3,3,3,3,2,4,4,5
"480","Curiúva","Profissionais de Saúde - Farmacêuticos",3,2,2,2,2,2,4,2,2,2,4
"481","Diamante do Norte","Profissionais de Saúde - Total",12,13,14,13,17,16,18,18,17,17,17
"482","Diamante do Norte","Profissionais de Saúde - Médicos",3,5,6,5,5,5,6,6,5,5,5
"483","Diamante do Norte","Profissionais de Saúde - Enfermeiros",4,4,4,4,7,6,7,7,7,6,7
"484","Diamante do Norte","Profissionais de Saúde - Dentistas",3,3,3,3,3,3,3,3,3,4,3
"485","Diamante do Norte","Profissionais de Saúde - Farmacêuticos",2,1,1,1,2,2,2,2,2,2,2
"486","Diamante do Sul","Profissionais de Saúde - Total",6,6,5,4,6,6,4,9,9,8,6
"487","Diamante do Sul","Profissionais de Saúde - Médicos",NA,NA,NA,1,2,2,1,2,3,1,1
"488","Diamante do Sul","Profissionais de Saúde - Enfermeiros",3,4,3,2,2,2,2,2,2,4,2
"489","Diamante do Sul","Profissionais de Saúde - Dentistas",2,1,1,1,1,1,1,3,3,2,2
"490","Diamante do Sul","Profissionais de Saúde - Farmacêuticos",1,1,1,NA,1,1,NA,2,1,1,1
"491","Diamante D'Oeste","Profissionais de Saúde - Total",7,9,13,8,12,12,13,13,15,13,12
"492","Diamante D'Oeste","Profissionais de Saúde - Médicos",2,2,3,2,4,4,5,5,7,5,5
"493","Diamante D'Oeste","Profissionais de Saúde - Enfermeiros",3,3,5,4,5,5,5,5,5,5,5
"494","Diamante D'Oeste","Profissionais de Saúde - Dentistas",1,1,2,1,1,1,1,1,1,1,1
"495","Diamante D'Oeste","Profissionais de Saúde - Farmacêuticos",1,3,3,1,2,2,2,2,2,2,1
"496","Dois Vizinhos","Profissionais de Saúde - Total",89,64,64,72,84,80,84,96,111,111,139
"497","Dois Vizinhos","Profissionais de Saúde - Médicos",26,24,20,21,26,21,27,36,37,36,48
"498","Dois Vizinhos","Profissionais de Saúde - Enfermeiros",17,5,6,19,21,23,21,20,25,28,37
"499","Dois Vizinhos","Profissionais de Saúde - Dentistas",33,30,27,29,33,32,32,33,34,32,33
"500","Dois Vizinhos","Profissionais de Saúde - Farmacêuticos",13,5,11,3,4,4,4,7,15,15,20
"501","Douradina","Profissionais de Saúde - Total",16,16,19,16,20,21,19,25,24,29,26
"502","Douradina","Profissionais de Saúde - Médicos",3,3,4,3,4,5,7,8,7,6,7
"503","Douradina","Profissionais de Saúde - Enfermeiros",5,5,7,7,9,9,6,8,8,9,10
"504","Douradina","Profissionais de Saúde - Dentistas",6,6,6,6,6,6,5,7,7,8,4
"505","Douradina","Profissionais de Saúde - Farmacêuticos",2,2,2,NA,1,1,1,2,2,6,5
"506","Doutor Camargo","Profissionais de Saúde - Total",14,13,10,17,22,17,18,18,18,16,15
"507","Doutor Camargo","Profissionais de Saúde - Médicos",6,5,3,4,10,5,5,2,2,2,3
"508","Doutor Camargo","Profissionais de Saúde - Enfermeiros",3,3,2,6,6,6,6,7,7,6,8
"509","Doutor Camargo","Profissionais de Saúde - Dentistas",4,4,4,6,5,5,5,6,6,6,2
"510","Doutor Camargo","Profissionais de Saúde - Farmacêuticos",1,1,1,1,1,1,2,3,3,2,2
"511","Doutor Ulysses","Profissionais de Saúde - Total",7,8,8,10,8,9,9,8,11,10,8
"512","Doutor Ulysses","Profissionais de Saúde - Médicos",1,2,2,3,2,2,2,1,2,2,2
"513","Doutor Ulysses","Profissionais de Saúde - Enfermeiros",2,2,2,3,3,3,3,3,6,5,3
"514","Doutor Ulysses","Profissionais de Saúde - Dentistas",3,3,3,3,3,3,3,3,3,3,3
"515","Doutor Ulysses","Profissionais de Saúde - Farmacêuticos",1,1,1,1,NA,1,1,1,NA,NA,NA
"516","Enéas Marques","Profissionais de Saúde - Total",12,15,13,11,12,12,14,14,17,17,20
"517","Enéas Marques","Profissionais de Saúde - Médicos",3,3,3,3,4,4,5,4,3,4,6
"518","Enéas Marques","Profissionais de Saúde - Enfermeiros",5,7,5,5,5,5,6,7,7,7,8
"519","Enéas Marques","Profissionais de Saúde - Dentistas",2,2,2,2,2,2,2,2,3,3,3
"520","Enéas Marques","Profissionais de Saúde - Farmacêuticos",2,3,3,1,1,1,1,1,4,3,3
"521","Engenheiro Beltrão","Profissionais de Saúde - Total",23,22,24,25,30,25,25,26,25,28,26
"522","Engenheiro Beltrão","Profissionais de Saúde - Médicos",4,2,2,5,9,6,7,9,8,9,7
"523","Engenheiro Beltrão","Profissionais de Saúde - Enfermeiros",9,10,11,12,12,11,10,8,9,10,10
"524","Engenheiro Beltrão","Profissionais de Saúde - Dentistas",5,5,6,6,6,6,6,6,6,6,6
"525","Engenheiro Beltrão","Profissionais de Saúde - Farmacêuticos",5,5,5,2,3,2,2,3,2,3,3
"526","Entre Rios do Oeste","Profissionais de Saúde - Total",9,9,8,10,10,11,12,16,17,17,16
"527","Entre Rios do Oeste","Profissionais de Saúde - Médicos",2,2,1,1,2,1,1,4,4,4,3
"528","Entre Rios do Oeste","Profissionais de Saúde - Enfermeiros",1,1,1,4,3,4,5,6,6,6,6
"529","Entre Rios do Oeste","Profissionais de Saúde - Dentistas",3,3,3,4,4,4,4,4,4,4,4
"530","Entre Rios do Oeste","Profissionais de Saúde - Farmacêuticos",3,3,3,1,1,2,2,2,3,3,3
"531","Esperança Nova","Profissionais de Saúde - Total",7,5,6,6,5,5,6,5,6,7,9
"532","Esperança Nova","Profissionais de Saúde - Médicos",1,1,1,1,1,1,2,1,2,2,2
"533","Esperança Nova","Profissionais de Saúde - Enfermeiros",3,2,2,2,2,2,2,2,2,3,5
"534","Esperança Nova","Profissionais de Saúde - Dentistas",2,2,2,2,1,1,1,1,1,1,1
"535","Esperança Nova","Profissionais de Saúde - Farmacêuticos",1,NA,1,1,1,1,1,1,1,1,1
"536","Espigão Alto do Iguaçu","Profissionais de Saúde - Total",4,2,7,6,8,8,9,10,10,9,10
"537","Espigão Alto do Iguaçu","Profissionais de Saúde - Médicos",1,NA,1,2,3,3,3,4,4,3,3
"538","Espigão Alto do Iguaçu","Profissionais de Saúde - Enfermeiros",2,1,3,2,3,3,3,3,3,3,3
"539","Espigão Alto do Iguaçu","Profissionais de Saúde - Dentistas",1,1,2,1,1,1,2,2,2,1,2
"540","Espigão Alto do Iguaçu","Profissionais de Saúde - Farmacêuticos",NA,NA,1,1,1,1,1,1,1,2,2
"541","Farol","Profissionais de Saúde - Total",7,5,6,7,4,6,5,5,9,7,8
"542","Farol","Profissionais de Saúde - Médicos",1,1,NA,1,NA,NA,NA,NA,2,NA,NA
"543","Farol","Profissionais de Saúde - Enfermeiros",3,3,4,3,3,3,3,3,5,5,5
"544","Farol","Profissionais de Saúde - Dentistas",2,NA,1,1,1,2,2,2,2,2,2
"545","Farol","Profissionais de Saúde - Farmacêuticos",1,1,1,2,NA,1,NA,NA,NA,NA,1
"546","Faxinal","Profissionais de Saúde - Total",37,35,35,32,31,31,29,27,32,28,31
