"","Localidade","Variável","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"261","Cambé","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",5978,6102,6177,6110,5849,6302,6940,7333,7880,7864,8011
"262","Cambé","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",6116536.13,6807188.34,7681190.36,8163971.81,8506496.81,9339199.63,10731421.63,11395902.56,13986252.49,13642288.89,15073534.06
"263","Cambé","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",32802,33877,36512,37596,34426,36435,36441,39783,43572,41374,44565
"264","Cambé","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",184,254,297,334,318,310,375,375,388,375,445
"265","Cambé","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.08,4.16,4.81,5.47,5.44,4.92,5.4,5.11,4.92,4.77,5.55
"266","Cambira","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",470,419,479,444,508,542,563,612,668,682,592
"267","Cambira","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",671976.29,640617.49,856652.94,652979.89,669549.75,780539.47,965878.16,997587.81,1062480.48,1337758.01,1225786.13
"268","Cambira","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3424,2942,3199,2855,3456,3533,3489,3390,3521,4192,3727
"269","Cambira","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",17,26,36,26,16,31,38,36,38,28,46
"270","Cambira","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.62,6.21,7.52,5.86,3.15,5.72,6.75,5.88,5.69,4.11,7.77
"271","Campina da Lagoa","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1577,1539,1530,1459,1564,1772,1755,1703,1955,2003,1797
"272","Campina da Lagoa","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1202448.79,1239939.65,1581195.19,1558199.24,1593332.98,1611048.85,1753859.96,1669247.42,2322449.88,2246833.52,1570009.9
"273","Campina da Lagoa","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",6091,6611,5913,5535,5325,6028,5721,6074,7281,6830,6194
"274","Campina da Lagoa","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",26,32,32,30,37,31,40,50,47,46,52
"275","Campina da Lagoa","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",1.65,2.08,2.09,2.06,2.37,1.75,2.28,2.94,2.4,2.3,2.89
"276","Campina do Simão","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",381,312,329,324,324,325,283,286,332,398,222
"277","Campina do Simão","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",252924.94,227322.09,325400.16,335504.65,314323.76,309483.08,346905.83,278031.82,319210.3,463002.76,314430.83
"278","Campina do Simão","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2027,1740,1958,1799,1363,1218,1138,939,942,1291,857
"279","Campina do Simão","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",16,8,14,12,7,9,8,11,12,14,13
"280","Campina do Simão","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.2,2.56,4.26,3.7,2.16,2.77,2.83,3.85,3.61,3.52,5.86
"281","Campina Grande do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",4057,3590,3591,3596,3668,4681,4679,5014,6110,6776,5032
"282","Campina Grande do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",5652733.32,5734155.34,5449590.3,7997996.46,7020070.63,12168628.75,13219936.45,18376380.46,24136502.33,31886226.41,22695884.57
"283","Campina Grande do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",15415,15394,13863,16440,14146,16517,17250,18795,23578,26526,20753
"284","Campina Grande do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",124,136,104,132,132,163,184,156,178,192,206
"285","Campina Grande do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.06,3.79,2.9,3.67,3.6,3.48,3.93,3.11,2.91,2.83,4.09
"286","Campo Bonito","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",401,336,318,384,430,372,352,412,494,608,435
"287","Campo Bonito","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",378460.24,357980.43,307447.5,421317.67,496112.32,571574.74,361935.87,543014.76,649529.98,584234.28,423240.74
"288","Campo Bonito","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2037,1765,1448,1488,1981,1562,1128,1342,2014,2445,1249
"289","Campo Bonito","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",15,10,10,18,10,18,15,16,14,14,15
"290","Campo Bonito","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.74,2.98,3.14,4.69,2.33,4.84,4.26,3.88,2.83,2.3,3.45
"291","Campo do Tenente","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",660,600,604,672,663,737,868,903,831,713,485
"292","Campo do Tenente","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",587664.07,633772.57,739730.02,836187.94,1113034.72,1264160.36,1522055.17,1607986.31,1988846.52,1512241.14,1170188.33
"293","Campo do Tenente","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3153,2423,2387,2837,2416,2738,2938,2870,3480,2942,2243
"294","Campo do Tenente","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",12,17,15,15,11,27,23,23,18,20,25
"295","Campo do Tenente","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",1.82,2.83,2.48,2.23,1.66,3.66,2.65,2.55,2.17,2.81,5.15
"296","Campo Largo","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",9853,10468,11762,11996,11096,10972,12478,12770,13737,12950,12073
"297","Campo Largo","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",17586627.98,18283937.36,20907371.53,22480106.25,18926384.07,20502904.7,23243680.92,24871721.12,27969559.2,30130823.51,26485213.14
"298","Campo Largo","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",49468,51916,54676,50778,44865,46456,48402,47695,49089,47720,45570
"299","Campo Largo","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",318,385,373,473,450,414,402,386,459,453,477
"300","Campo Largo","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.23,3.68,3.17,3.94,4.06,3.77,3.22,3.02,3.34,3.5,3.95
"301","Campo Magro","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1556,1677,1538,1630,1713,1831,2211,2272,2373,2238,1958
"302","Campo Magro","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",2178684.64,2622845.64,2443359.79,2944899.19,2780895.74,3289790.01,4067493.85,4635721.29,4973297.57,4608247.8,4405783.75
"303","Campo Magro","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",7131,8320,7316,7460,8198,9506,10592,11870,12305,12223,11817
"304","Campo Magro","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",60,58,59,74,75,75,71,59,87,72,80
"305","Campo Magro","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.86,3.46,3.84,4.54,4.38,4.1,3.21,2.6,3.67,3.22,4.09
"306","Campo Mourão","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",5429,5295,6121,6180,6396,6201,5777,6407,6468,7080,5113
"307","Campo Mourão","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",6482025.23,6687623.44,7342425.29,7375295.12,7849301.8,8463698.02,8227590.59,8882670.24,9052242.85,9307235.16,8438791.1
"308","Campo Mourão","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",24235,24383,26635,23770,23786,24032,22336,23685,25649,26204,23307
"309","Campo Mourão","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",263,280,330,321,358,378,394,378,315,364,364
"310","Campo Mourão","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.84,5.29,5.39,5.19,5.6,6.1,6.82,5.9,4.87,5.14,7.12
"311","Cândido de Abreu","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1431,1264,1354,1481,1397,1257,1323,1198,1199,1274,879
"312","Cândido de Abreu","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1418644.62,1554211.01,1447193.7,1532151.88,1472473.94,1379332.19,1712568.22,1552689.78,1770130.58,1531216.84,1518093.74
"313","Cândido de Abreu","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",7459,6174,5909,7419,6597,5632,5840,5503,5269,5251,4427
"314","Cândido de Abreu","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",38,33,37,51,35,31,45,31,37,30,36
"315","Cândido de Abreu","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.66,2.61,2.73,3.44,2.51,2.47,3.4,2.59,3.09,2.35,4.1
"316","Candói","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1308,1097,1199,1238,1167,1229,1350,1401,1449,1514,1084
"317","Candói","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1075055.65,1094491.74,1322040.66,1273774.97,1262283.59,1511681.5,1847177.05,1723596.74,1709178.64,1943965.94,1365766.27
"318","Candói","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",4931,4138,4311,5142,4605,4407,4632,4564,4849,4900,3954
"319","Candói","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",22,12,31,26,30,25,30,33,25,35,29
"320","Candói","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",1.68,1.09,2.59,2.1,2.57,2.03,2.22,2.36,1.73,2.31,2.68
"321","Cantagalo","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1315,1100,1131,1126,1092,1126,1121,1103,828,830,734
"322","Cantagalo","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1014838.21,943948.54,970981.58,1216569.39,954614.23,1177469.24,1200217.97,1251553.08,1055395.75,1186059.55,1072820.1
"323","Cantagalo","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",6804,4554,4483,4484,3621,3849,4051,4042,2964,3457,2970
"324","Cantagalo","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",29,27,25,21,23,23,26,26,38,31,42
"325","Cantagalo","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.21,2.45,2.21,1.87,2.11,2.04,2.32,2.36,4.59,3.73,5.72
"326","Capanema","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1690,1628,1788,1864,2101,2082,1927,2174,2013,1828,1555
"327","Capanema","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1350269.26,1626652.81,1808291.6,2215992.66,2166770.62,2189090.61,2217154.97,2852946.41,2372473.77,2841536.44,2284798.39
"328","Capanema","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",6350,5796,6465,6993,6618,6755,6322,6884,6143,5867,5504
"329","Capanema","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",39,43,54,43,43,37,31,38,37,29,49
"330","Capanema","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.31,2.64,3.02,2.31,2.05,1.78,1.61,1.75,1.84,1.59,3.15
"331","Capitão Leônidas Marques","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1919,1452,1284,1404,1660,1528,1768,1624,1505,1418,1360
"332","Capitão Leônidas Marques","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1486490.36,1355856.29,1265693.31,1583690.52,1747711.9,1633097.16,1888861.37,1892478.25,1850939.72,2065220.9,1934811.74
"333","Capitão Leônidas Marques","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",7931,6423,5562,6077,6332,5621,6563,5341,5558,5056,4792
"334","Capitão Leônidas Marques","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",45,39,32,45,51,37,50,42,70,56,63
"335","Capitão Leônidas Marques","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.34,2.69,2.49,3.21,3.07,2.42,2.83,2.59,4.65,3.95,4.63
"336","Carambeí","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",551,561,734,950,1104,1214,1279,1394,1426,1364,948
"337","Carambeí","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",689499.05,939436.44,1222968.62,1399296.75,1782957.21,1894699.56,2127280.35,2520820.28,2763774.75,2265581.76,1588765.83
"338","Carambeí","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3038,3580,4005,4487,4696,5368,5338,5593,5823,5269,3907
"339","Carambeí","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",33,29,28,40,30,40,42,41,60,55,41
"340","Carambeí","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",5.99,5.17,3.81,4.21,2.72,3.29,3.28,2.94,4.21,4.03,4.32
"341","Carlópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",507,482,444,551,642,756,839,1030,1314,1046,841
"342","Carlópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",733304.52,891694.54,832966.79,1034887.87,1218137.83,1439004.79,1648370.02,2594565.44,3440787.52,3185771.94,1864651.3
"343","Carlópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3918,3491,3427,3641,4456,3974,3904,5165,5612,4579,4039
"344","Carlópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",18,28,23,36,24,37,28,37,40,55,62
"345","Carlópolis","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.55,5.81,5.18,6.53,3.74,4.89,3.34,3.59,3.04,5.26,7.37
"346","Cascavel","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",18363,18843,20854,17835,17014,16503,16503,17482,17749,18902,18022
"347","Cascavel","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",21008135.26,23957144.46,26871207.16,29067022.81,29054699.58,27056879.81,28382991.55,30026938.08,33043363.47,34198823.99,37776888.05
"348","Cascavel","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",80184,84877,90982,86262,80211,74556,75633,73315,78173,77686,77728
"349","Cascavel","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",1092,824,848,789,692,682,627,624,655,768,837
"350","Cascavel","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",5.95,4.37,4.07,4.42,4.07,4.13,3.8,3.57,3.69,4.06,4.64
"351","Castro","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",5345,5369,5492,4659,4769,4396,4442,4744,5262,6010,4482
"352","Castro","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",5180486.96,5572122.02,5972839.66,6124619.96,6120443.19,6123487.51,6186618.11,6811856.65,6958686.37,8363662.47,7878201.87
"353","Castro","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",21245,22884,22788,20273,19004,18800,18477,18671,21358,25047,21130
"354","Castro","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",215,269,255,221,213,168,206,165,186,211,218
"355","Castro","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.02,5.01,4.64,4.74,4.47,3.82,4.64,3.48,3.53,3.51,4.86
"356","Catanduvas","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1089,869,844,533,525,544,588,621,683,732,621
"357","Catanduvas","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",849473.76,760183.17,681881.98,648790.92,651245.38,599423.17,824697,846390.88,1114318.69,1168134.04,930930.58
"358","Catanduvas","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",4256,3918,3751,2080,2173,2325,2839,2748,3302,3381,2806
"359","Catanduvas","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",22,19,21,18,24,15,23,24,18,24,22
"360","Catanduvas","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.02,2.19,2.49,3.38,4.57,2.76,3.91,3.86,2.64,3.28,3.54
"361","Centenário do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",592,569,630,797,749,744,831,879,966,1059,1019
"362","Centenário do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",771069.7,862889.67,984006.93,1020367.26,1221830.83,1243957.3,1137068.02,1293401.68,1598297.47,1749036.21,1558999.32
"363","Centenário do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",5021,4679,4866,6273,6198,5743,6800,6084,6134,6239,6386
"364","Centenário do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",30,24,36,44,44,32,42,39,40,48,51
"365","Centenário do Sul","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",5.07,4.22,5.71,5.52,5.87,4.3,5.05,4.44,4.14,4.53,5
"366","Cerro Azul","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1408,1441,1443,1344,1383,1452,1544,1433,1286,1270,1170
"367","Cerro Azul","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1199040.14,1395651.11,1474723.52,1472048.82,1696707.28,1879457.97,2046566.08,2201854.82,1871378.51,2335906.64,2024241.85
"368","Cerro Azul","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",5317,5882,6341,5434,5729,6590,6193,5617,5280,5082,4466
"369","Cerro Azul","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",39,33,23,38,44,47,41,31,34,42,40
"370","Cerro Azul","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.77,2.29,1.59,2.83,3.18,3.24,2.66,2.16,2.64,3.31,3.42
"371","Céu Azul","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1152,1111,1132,1093,1072,1090,1227,1115,1087,1270,1151
"372","Céu Azul","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",865857.13,967742.2,1018875.09,1383710.7,1086384.36,1274561.49,1491876.84,1262103.8,1289489.33,1475204.66,1805605.24
"373","Céu Azul","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3996,3935,3989,4360,3830,3791,4230,3489,3418,3762,3745
"374","Céu Azul","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",19,35,37,25,49,39,47,35,45,43,56
"375","Céu Azul","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",1.65,3.15,3.27,2.29,4.57,3.58,3.83,3.14,4.14,3.39,4.87
"376","Chopinzinho","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1875,1673,1719,1675,1744,1807,1835,1609,1812,1905,1385
"377","Chopinzinho","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1550784.08,1789296.3,1653574.87,1934258.42,1932974.58,1947059.53,1773052.1,1882797.25,2316999.85,2475968.94,1879773.53
"378","Chopinzinho","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",6153,5741,6046,6121,5514,6279,6705,5789,5454,6225,4640
"379","Chopinzinho","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",63,50,41,50,42,54,48,49,54,49,53
"380","Chopinzinho","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.36,2.99,2.39,2.99,2.41,2.99,2.62,3.05,2.98,2.57,3.83
"381","Cianorte","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",5063,5104,5058,5440,5525,5992,5803,5624,5541,5852,5288
"382","Cianorte","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",4947902.82,5339290.75,4910889.76,5358158.24,5911373.35,6264030.99,6554914.65,7346704.54,8090128.52,8110999.01,7664496.34
"383","Cianorte","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",18625,19328,17832,18485,18785,19521,17627,18617,18963,19011,17852
"384","Cianorte","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",222,188,164,207,208,264,263,255,306,325,312
"385","Cianorte","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.38,3.68,3.24,3.81,3.76,4.41,4.53,4.53,5.52,5.55,5.9
"386","Cidade Gaúcha","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",955,947,884,855,985,1055,1010,1059,1132,1147,951
"387","Cidade Gaúcha","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",728574.85,727750.54,657514.51,666188.95,703014.96,837098.29,962100.26,1327426.46,1153215.84,1334023.7,1186070.11
"388","Cidade Gaúcha","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3038,2848,2726,2848,3092,3017,3195,3388,3724,3605,2873
"389","Cidade Gaúcha","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",17,17,18,20,24,22,33,30,40,26,38
"390","Cidade Gaúcha","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",1.78,1.8,2.04,2.34,2.44,2.09,3.27,2.83,3.53,2.27,4
"391","Clevelândia","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",1600,1734,1783,1570,1786,1748,1714,1627,1732,1866,1459
"392","Clevelândia","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1540609.99,1680119.88,1835228.06,1719474.24,2049406.37,1939770.96,1992618.51,2105999.81,2196309.04,2183072.39,1913721.81
"393","Clevelândia","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",6152,7454,6582,5929,6555,7173,5959,6241,5867,5597,5244
"394","Clevelândia","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",50,47,52,54,52,68,46,61,56,47,49
"395","Clevelândia","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.13,2.71,2.92,3.44,2.91,3.89,2.68,3.75,3.23,2.52,3.36
"396","Colombo","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",16893,17718,15673,15342,14856,14215,14971,16905,17428,18456,15487
"397","Colombo","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",20493665.13,24476608.46,25948816.8,28001273.14,29065243.92,25951893.63,27488404.66,31377639.47,32659668.66,36368304.32,33665735.21
"398","Colombo","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",83937,85207,75038,65405,66294,62501,59821,68127,69194,73846,68857
"399","Colombo","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",579,502,420,432,507,515,546,551,526,592,761
"400","Colombo","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",3.43,2.83,2.68,2.82,3.41,3.62,3.65,3.26,3.02,3.21,4.91
"401","Colorado","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",2495,2309,2393,2313,2500,2513,2548,2346,2566,2335,1872
"402","Colorado","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",2218243.18,2195318.41,2235848.04,2371179.38,2459915.13,2907027.93,2621927.62,2806255.83,2819860.96,3566671.35,2686590.86
"403","Colorado","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",10243,9557,10271,9110,9538,9162,9859,9604,9178,8367,6555
"404","Colorado","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",74,85,72,74,64,69,61,80,90,88,84
"405","Colorado","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.97,3.68,3.01,3.2,2.56,2.75,2.39,3.41,3.51,3.77,4.49
"406","Congonhinhas","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",527,494,557,530,442,353,441,488,621,632,544
"407","Congonhinhas","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",550492.25,490716.17,554907.32,565296.55,549860.67,527353.95,754810.39,805233.21,1057926.77,1054346.09,1001733.54
"408","Congonhinhas","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",2650,2439,3089,2756,2222,2641,2962,2613,3460,3731,2573
"409","Congonhinhas","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",23,27,23,20,30,27,31,34,37,35,24
"410","Congonhinhas","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",4.36,5.47,4.13,3.77,6.79,7.65,7.03,6.97,5.96,5.54,4.41
"411","Conselheiro Mairinck","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",242,188,145,274,284,312,256,234,324,314,238
"412","Conselheiro Mairinck","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",259292.3,183007.32,283349.97,257126.39,250483.74,410881.88,403614.79,455507.79,689606.11,667012.93,502581
"413","Conselheiro Mairinck","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",1323,1059,787,1160,1151,2064,1333,1655,1830,2095,1828
"414","Conselheiro Mairinck","Hospitalizações pelo SUS - Geral por Local de Residência - Óbitos nas Internações",6,7,9,9,2,7,13,12,9,13,9
"415","Conselheiro Mairinck","Hospitalizações pelo SUS - Geral por Local de Residência - Taxa de Mortalidade nas Internações (%)",2.48,3.72,6.21,3.28,0.7,2.24,5.08,5.13,2.78,4.14,3.78
"416","Contenda","Hospitalizações pelo SUS - Geral por Local de Residência - Número de Internações",889,1022,965,1045,1187,1422,1319,1665,1800,1785,1445
"417","Contenda","Hospitalizações pelo SUS - Geral por Local de Residência - Gastos Total com Internações (R$ 1,00)",1053680.52,1428458.31,1365171.14,1835234.68,1932456.91,2200962.52,2327039.49,3030201.15,3000421.86,3741647.99,2851453.95
"418","Contenda","Hospitalizações pelo SUS - Geral por Local de Residência - Dias de Permanência (dias)",3906,5067,4318,5012,4703,5437,5407,7186,7240,7395,6721
