"","Localidade","Variável","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"1515","Cruz Machado","Óbitos (CID10) - Total (Mortalidade Geral)",126,132,110,129,116,139,113,109,119,133,130
"1516","Cruz Machado","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",2,1,2,7,1,1,6,5,3,6,5
"1517","Cruz Machado","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",22,25,28,16,19,31,19,20,27,24,25
"1518","Cruz Machado","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,1,NA,1,3,NA,2,NA,NA,1,3
"1519","Cruz Machado","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",4,2,2,2,2,2,5,4,3,3,4
"1520","Cruz Machado","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",9,7,3,1,4,2,3,3,1,2,2
"1521","Cruz Machado","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",1,NA,1,NA,4,2,4,6,7,3,3
"1522","Cruz Machado","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",46,41,33,45,42,42,36,42,35,40,35
"1523","Cruz Machado","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",11,13,8,12,16,27,16,14,12,21,15
"1524","Cruz Machado","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",4,5,6,5,3,4,2,4,5,10,7
"1525","Cruz Machado","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1526","Cruz Machado","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,1,1,NA,1,NA,NA,2,NA,NA
"1527","Cruz Machado","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",2,2,NA,1,1,3,2,NA,3,5,3
"1528","Cruz Machado","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","Cruz Machado","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",1,3,NA,2,2,3,NA,NA,3,3,2
"1530","Cruz Machado","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,NA,2,1,NA,1,NA,NA,2,NA,4
"1531","Cruzeiro do Iguaçu","Nascidos Vivos - Total",52,56,58,55,59,47,35,63,46,50,43
"1532","Cruzeiro do Iguaçu","Óbitos (CID10) - Total (Mortalidade Geral)",24,22,28,34,25,33,34,18,32,27,33
"1533","Cruzeiro do Iguaçu","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",NA,NA,2,NA,NA,2,3,1,NA,NA,6
"1534","Cruzeiro do Iguaçu","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",4,5,4,4,2,7,4,1,3,2,5
"1535","Cruzeiro do Iguaçu","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1536","Cruzeiro do Iguaçu","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",NA,NA,1,6,NA,2,1,1,1,2,2
"1537","Cruzeiro do Iguaçu","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"1538","Cruzeiro do Iguaçu","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"1539","Cruzeiro do Iguaçu","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",9,8,9,11,9,10,12,8,12,11,6
"1540","Cruzeiro do Iguaçu","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",3,2,4,8,2,5,9,4,8,4,9
"1541","Cruzeiro do Iguaçu","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",1,1,NA,2,3,3,NA,NA,1,1,NA
"1542","Cruzeiro do Iguaçu","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543","Cruzeiro do Iguaçu","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1544","Cruzeiro do Iguaçu","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",NA,NA,NA,NA,1,NA,NA,NA,NA,2,1
"1545","Cruzeiro do Iguaçu","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1546","Cruzeiro do Iguaçu","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA
"1547","Cruzeiro do Iguaçu","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"1548","Cruzeiro do Oeste","Nascidos Vivos - Total",236,268,264,262,287,314,284,292,278,301,286
"1549","Cruzeiro do Oeste","Óbitos (CID10) - Total (Mortalidade Geral)",187,187,175,208,215,178,188,154,206,184,206
"1550","Cruzeiro do Oeste","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",8,9,12,12,6,6,5,10,6,8,19
"1551","Cruzeiro do Oeste","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",18,30,26,21,25,24,32,26,34,23,33
"1552","Cruzeiro do Oeste","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",2,NA,1,1,1,NA,1,1,NA,1,3
"1553","Cruzeiro do Oeste","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",16,9,10,14,11,8,12,12,12,8,8
"1554","Cruzeiro do Oeste","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",1,2,NA,3,1,3,2,3,8,7,4
"1555","Cruzeiro do Oeste","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",5,2,3,8,13,7,5,7,11,7,5
"1556","Cruzeiro do Oeste","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",76,55,47,61,56,58,49,38,54,59,58
"1557","Cruzeiro do Oeste","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",10,21,24,17,30,26,23,20,34,24,21
"1558","Cruzeiro do Oeste","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",10,9,8,9,6,5,9,12,9,12,11
"1559","Cruzeiro do Oeste","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA
"1560","Cruzeiro do Oeste","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,1,NA,NA,NA,NA,1,1,NA,1,NA
"1561","Cruzeiro do Oeste","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",2,4,5,6,4,2,4,3,5,7,6
"1562","Cruzeiro do Oeste","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,1,NA,NA,NA,NA,1,NA,NA,NA,1
"1563","Cruzeiro do Oeste","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",1,1,1,5,2,4,3,2,2,3,3
"1564","Cruzeiro do Oeste","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",2,1,1,NA,2,3,NA,2,3,1,1
"1565","Cruzeiro do Sul","Nascidos Vivos - Total",82,90,53,58,80,61,69,77,70,69,44
"1566","Cruzeiro do Sul","Óbitos (CID10) - Total (Mortalidade Geral)",23,46,33,38,33,33,26,33,35,33,40
"1567","Cruzeiro do Sul","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",NA,2,2,1,NA,NA,NA,NA,NA,1,NA
"1568","Cruzeiro do Sul","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",5,11,8,1,6,3,4,8,6,4,6
"1569","Cruzeiro do Sul","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1570","Cruzeiro do Sul","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",1,2,3,3,6,6,1,2,2,3,3
"1571","Cruzeiro do Sul","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",1,2,NA,1,NA,NA,NA,NA,4,1,NA
"1572","Cruzeiro do Sul","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",1,1,NA,1,NA,1,1,NA,NA,1,3
"1573","Cruzeiro do Sul","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",10,10,14,11,12,11,10,8,10,13,12
"1574","Cruzeiro do Sul","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",2,2,2,10,3,1,3,3,5,3,3
"1575","Cruzeiro do Sul","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",1,6,NA,5,1,1,3,5,5,NA,3
"1576","Cruzeiro do Sul","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577","Cruzeiro do Sul","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1578","Cruzeiro do Sul","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",1,1,NA,NA,1,1,NA,NA,2,1,3
"1579","Cruzeiro do Sul","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580","Cruzeiro do Sul","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",NA,NA,NA,NA,1,2,NA,1,NA,NA,1
"1581","Cruzeiro do Sul","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,NA,NA,NA,NA,1,NA,1,NA,3,NA
"1582","Cruzmaltina","Nascidos Vivos - Total",35,39,36,42,42,49,41,42,51,51,52
"1583","Cruzmaltina","Óbitos (CID10) - Total (Mortalidade Geral)",30,25,27,27,26,23,30,34,31,24,23
"1584","Cruzmaltina","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",NA,NA,2,NA,2,NA,1,NA,NA,NA,3
"1585","Cruzmaltina","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",5,3,9,3,2,5,4,4,5,5,5
"1586","Cruzmaltina","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA
"1587","Cruzmaltina","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",2,3,1,3,NA,1,1,4,4,4,1
"1588","Cruzmaltina","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"1589","Cruzmaltina","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",NA,NA,NA,NA,1,3,NA,1,2,NA,NA
"1590","Cruzmaltina","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",9,12,3,8,11,7,13,11,8,6,9
"1591","Cruzmaltina","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",3,1,2,4,3,1,3,6,5,2,2
"1592","Cruzmaltina","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",1,3,2,1,1,NA,2,3,3,2,NA
"1593","Cruzmaltina","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1594","Cruzmaltina","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1595","Cruzmaltina","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",NA,NA,NA,NA,NA,1,NA,1,1,1,1
"1596","Cruzmaltina","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597","Cruzmaltina","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1598","Cruzmaltina","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA
"1599","Curitiba","Nascidos Vivos - Total",25345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600","Curitiba","Óbitos (CID10) - Total (Mortalidade Geral)",9851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601","Curitiba","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",319,346,338,384,398,419,446,352,378,400,NA
"1602","Curitiba","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",2144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603","Curitiba","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",26,25,22,26,31,33,28,30,35,30,42
"1604","Curitiba","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",781,810,875,823,564,608,655,727,823,649,784
"1605","Curitiba","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",142,148,96,85,74,63,63,72,122,100,172
"1606","Curitiba","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",319,377,420,511,585,565,664,693,767,817,834
"1607","Curitiba","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",2839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608","Curitiba","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",782,879,891,NA,994,NA,NA,NA,988,981,798
"1609","Curitiba","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",549,591,592,567,600,607,599,612,557,625,597
"1610","Curitiba","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",3,11,7,16,11,18,19,22,22,38,37
"1611","Curitiba","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",60,59,54,72,68,77,69,68,60,59,55
"1612","Curitiba","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",115,178,117,150,191,189,212,230,253,333,315
"1613","Curitiba","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",12,15,8,8,10,10,3,8,7,4,6
"1614","Curitiba","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",136,120,134,113,103,137,114,113,104,77,83
"1615","Curitiba","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",87,102,95,97,82,80,95,84,80,63,63
"1616","Curiúva","Nascidos Vivos - Total",204,180,191,173,140,193,186,189,165,183,176
"1617","Curiúva","Óbitos (CID10) - Total (Mortalidade Geral)",124,104,86,96,101,99,102,84,111,114,110
"1618","Curiúva","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",3,5,1,2,2,4,3,5,4,3,9
"1619","Curiúva","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",13,14,14,9,15,13,15,16,11,16,15
"1620","Curiúva","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",1,NA,NA,1,NA,2,NA,NA,2,NA,NA
"1621","Curiúva","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",2,6,1,5,8,4,9,5,10,13,13
"1622","Curiúva","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",NA,NA,NA,NA,1,1,2,2,1,NA,3
"1623","Curiúva","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",NA,3,4,1,3,3,2,2,5,2,3
"1624","Curiúva","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",56,35,30,28,31,37,36,23,36,36,31
"1625","Curiúva","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",16,10,4,12,6,7,12,10,13,12,12
"1626","Curiúva","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",3,3,2,10,10,7,2,10,5,5,5
"1627","Curiúva","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1628","Curiúva","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1629","Curiúva","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",2,3,2,4,3,4,1,3,5,5,2
"1630","Curiúva","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
"1631","Curiúva","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",8,2,1,2,1,2,1,2,1,3,1
"1632","Curiúva","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"1633","Diamante do Norte","Nascidos Vivos - Total",71,54,62,66,50,65,59,46,51,50,37
"1634","Diamante do Norte","Óbitos (CID10) - Total (Mortalidade Geral)",54,43,46,49,41,19,48,39,42,44,46
"1635","Diamante do Norte","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",NA,1,2,3,1,NA,1,1,3,NA,4
"1636","Diamante do Norte","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",7,1,8,10,4,5,10,10,6,7,12
"1637","Diamante do Norte","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1638","Diamante do Norte","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",1,4,5,5,6,4,4,6,6,5,7
"1639","Diamante do Norte","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA
"1640","Diamante do Norte","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",1,2,3,NA,NA,NA,1,NA,3,3,1
"1641","Diamante do Norte","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",22,18,13,17,12,2,14,11,12,12,10
"1642","Diamante do Norte","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",4,5,4,4,7,NA,4,6,3,8,4
"1643","Diamante do Norte","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",3,1,2,2,4,4,3,NA,4,3,2
"1644","Diamante do Norte","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1645","Diamante do Norte","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1646","Diamante do Norte","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",1,3,NA,NA,NA,1,3,1,1,2,2
"1647","Diamante do Norte","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1648","Diamante do Norte","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"1649","Diamante do Norte","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"1650","Diamante do Sul","Nascidos Vivos - Total",40,45,53,38,49,43,47,53,60,43,39
"1651","Diamante do Sul","Óbitos (CID10) - Total (Mortalidade Geral)",14,31,23,22,14,15,20,30,30,24,28
"1652","Diamante do Sul","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",1,NA,3,1,NA,NA,NA,2,1,1,2
"1653","Diamante do Sul","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",3,7,2,6,5,2,3,5,8,4,4
"1654","Diamante do Sul","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"1655","Diamante do Sul","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",NA,NA,NA,1,NA,NA,1,1,NA,2,4
"1656","Diamante do Sul","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",NA,1,NA,NA,NA,NA,NA,1,NA,1,NA
"1657","Diamante do Sul","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",NA,1,3,1,NA,1,NA,2,NA,1,1
"1658","Diamante do Sul","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",3,12,4,4,3,4,9,9,10,5,7
"1659","Diamante do Sul","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",3,2,3,4,3,3,2,3,3,3,5
"1660","Diamante do Sul","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",NA,1,1,1,1,3,NA,1,3,1,1
"1661","Diamante do Sul","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662","Diamante do Sul","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1663","Diamante do Sul","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1664","Diamante do Sul","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1665","Diamante do Sul","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"1666","Diamante do Sul","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,1,1,NA,NA,NA,NA,NA,2,NA,2
"1667","Diamante D'Oeste","Nascidos Vivos - Total",80,72,71,78,76,71,64,76,64,66,49
"1668","Diamante D'Oeste","Óbitos (CID10) - Total (Mortalidade Geral)",34,28,43,32,35,42,39,33,34,42,36
"1669","Diamante D'Oeste","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",2,1,NA,NA,NA,4,1,NA,NA,1,2
"1670","Diamante D'Oeste","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",10,6,10,4,7,7,6,10,8,3,8
"1671","Diamante D'Oeste","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"1672","Diamante D'Oeste","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",3,1,2,2,2,NA,6,4,3,6,4
"1673","Diamante D'Oeste","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",NA,NA,NA,NA,2,1,NA,NA,NA,1,NA
"1674","Diamante D'Oeste","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",NA,1,2,1,1,3,NA,1,1,1,4
"1675","Diamante D'Oeste","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",5,8,18,14,10,13,14,8,12,17,7
"1676","Diamante D'Oeste","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",3,NA,2,2,3,3,4,2,6,3,1
"1677","Diamante D'Oeste","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",3,4,3,NA,3,4,5,6,NA,3,1
"1678","Diamante D'Oeste","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1679","Diamante D'Oeste","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1680","Diamante D'Oeste","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",NA,NA,1,2,1,1,2,NA,NA,NA,1
"1681","Diamante D'Oeste","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"1682","Diamante D'Oeste","Óbitos (CID10) - Cap XVI - Algumas Afecções Originadas no Período Perinatal",NA,1,NA,NA,NA,NA,NA,NA,2,NA,2
"1683","Diamante D'Oeste","Óbitos (CID10) - Cap XVII - Mal Formação Congênita, Deformidades, Anomalias Cromossômicas",NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"1684","Dois Vizinhos","Nascidos Vivos - Total",504,531,585,567,593,603,631,624,616,632,644
"1685","Dois Vizinhos","Óbitos (CID10) - Total (Mortalidade Geral)",203,206,213,217,221,215,216,213,229,220,275
"1686","Dois Vizinhos","Óbitos (CID10) - Cap I - Algumas Doenças Infecciosas e Parasitárias",7,8,1,8,9,10,13,6,4,6,38
"1687","Dois Vizinhos","Óbitos (CID10) - Cap II - Neoplasias (Tumores)",41,45,42,38,49,26,29,52,55,56,57
"1688","Dois Vizinhos","Óbitos (CID10) - Cap III - Doenças do Sangue, Órgãos Hematopoéticos e Transtornos Imunitários",NA,5,1,NA,NA,NA,1,1,3,NA,NA
"1689","Dois Vizinhos","Óbitos (CID10) - Cap IV - Doenças Endócrinas, Nutricionais e Metabólicas",13,7,8,11,6,10,11,10,6,22,9
"1690","Dois Vizinhos","Óbitos (CID10) - Cap V - Transtornos Mentais e Comportamentais",2,2,1,2,2,NA,4,1,NA,NA,1
"1691","Dois Vizinhos","Óbitos (CID10) - Cap VI - Doenças do Sistema Nervoso",2,8,3,NA,6,5,8,7,5,3,3
"1692","Dois Vizinhos","Óbitos (CID10) - Cap IX - Doenças do Aparelho Circulatório",81,63,62,43,53,64,69,61,72,51,78
"1693","Dois Vizinhos","Óbitos (CID10) - Cap X - Doenças do Aparelho Respiratório",13,19,26,33,29,37,36,29,37,29,28
"1694","Dois Vizinhos","Óbitos (CID10) - Cap XI - Doenças do Aparelho Digestivo",6,8,10,10,5,10,8,8,13,9,13
"1695","Dois Vizinhos","Óbitos (CID10) - Cap XII - Doenças da Pele e do Tecido Celular Subcutâneo",NA,1,NA,NA,NA,3,NA,NA,NA,2,1
"1696","Dois Vizinhos","Óbitos (CID10) - Cap XIII - Doenças do Sistema Osteomuscular e do Tecido Conjuntivo",NA,NA,NA,NA,NA,1,2,2,NA,1,NA
"1697","Dois Vizinhos","Óbitos (CID10) - Cap XIV - Doenças do Aparelho Geniturinário",3,4,6,3,4,6,6,7,7,9,12
"1698","Dois Vizinhos","Óbitos (CID10) - Cap XV - Gravidez, Parto e Puerpério",NA,NA,NA,1,1,1,NA,1,NA,NA,NA
