"","Localidade","Variável","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"873","Campina da Lagoa","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",32.43,114.05,118.92,96.6,93.18,85.98,91.3,106.96,87.75,93.67,86.88
"874","Campina da Lagoa","Cobertura Vacinal - Tríplice Viral (SCR) (%)",97.3,131.89,109.19,115.05,88.64,97.2,76.09,111.3,121.34,101.36,104.98
"875","Campina da Lagoa","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,47.57,81.36,34.11,85.65,50.87,65.61,82.81,38.91
"876","Campina da Lagoa","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",127.57,125.41,123.78,109.22,92.73,87.38,84.35,NA,NA,NA,NA
"877","Campina da Lagoa","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,31.89,109.22,92.73,87.38,84.35,106.52,80.63,73.76,55.66
"878","Campina da Lagoa","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","Campina da Lagoa","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,43.2,22.27,NA,NA,2.17,12.61,16.52,6.96
"880","Campina da Lagoa","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,NA,2.73,2.34,13.48,25.65,73.48,58.7,70.87
"881","Campina do Simão","Cobertura Vacinal - BCG (Tuberculose) (%)",154.35,113.04,95.65,116.67,198.33,128.26,87.67,105.48,103.12,92.86,84.29
"882","Campina do Simão","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,121.67,121.74,82.19,78.08,107.81,80,94.29
"883","Campina do Simão","Cobertura Vacinal - Hepatite B (HB) (%)",104.35,95.65,134.78,94.44,198.33,126.09,95.89,104.11,93.75,81.43,94.29
"884","Campina do Simão","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,1.67,4.35,43.84,97.26,184.38,158.57,28.57
"885","Campina do Simão","Cobertura Vacinal - Poliomielite (VOP) (%)",100,89.13,126.09,96.3,198.33,100,73.97,104.11,95.31,82.86,90
"886","Campina do Simão","Cobertura Vacinal - Febre Amarela (FA) (%)",95.65,95.65,121.74,105.56,155,119.57,72.6,97.26,92.19,151.43,81.43
"887","Campina do Simão","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",89.13,82.61,128.26,88.89,211.67,126.09,75.34,110.96,96.88,88.57,84.29
"888","Campina do Simão","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",8.7,95.65,136.96,101.85,200,113.04,95.89,112.33,89.06,91.43,92.86
"889","Campina do Simão","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",54.35,82.61,132.61,100,200,113.04,80.82,106.85,98.44,90,81.43
"890","Campina do Simão","Cobertura Vacinal - Tríplice Viral (SCR) (%)",60.87,67.39,119.57,131.48,148.33,123.91,86.3,86.3,101.56,82.86,81.43
"891","Campina do Simão","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,31.48,111.67,41.3,105.48,58.9,56.25,75.71,74.29
"892","Campina do Simão","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",100,91.3,136.96,94.44,198.33,126.09,83.56,NA,NA,NA,NA
"893","Campina do Simão","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,52.17,94.44,198.33,126.09,83.56,104.11,93.75,81.43,94.29
"894","Campina do Simão","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","Campina do Simão","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,68.52,45,NA,NA,10.96,34.25,36.99,12.33
"896","Campina do Simão","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,NA,1.67,NA,1.37,64.38,53.42,50.68,41.1
"897","Campina Grande do Sul","Cobertura Vacinal - BCG (Tuberculose) (%)",110.45,109.61,124.93,105.86,117.88,128.05,74.5,99.53,71.88,71.38,73.04
"898","Campina Grande do Sul","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,15,65.1,33.21,51.72,54.2,62.47,49.76
"899","Campina Grande do Sul","Cobertura Vacinal - Hepatite B (HB) (%)",79.53,77.86,90.95,74.06,112,102.16,67.5,59.67,67.94,47.39,57.36
"900","Campina Grande do Sul","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,149.5,115.1,203.91,171.89,238.68,75.65,21.26
"901","Campina Grande do Sul","Cobertura Vacinal - Poliomielite (VOP) (%)",79.94,95.96,100.14,82.29,114,103.55,55.75,58.84,66.16,52.85,56.29
"902","Campina Grande do Sul","Cobertura Vacinal - Febre Amarela (FA) (%)",81.75,83.84,99.03,98.74,138.88,61.68,42.7,43.77,55.47,50.95,12.11
"903","Campina Grande do Sul","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",84.68,73.96,102.65,70.57,128,104.95,69.63,60.62,67.05,52.61,61.52
"904","Campina Grande do Sul","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",1.95,109.89,107.52,85.91,121.75,97.84,60.5,61.68,67.18,59.26,59.86
"905","Campina Grande do Sul","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",17.55,84.68,80.08,69.04,111.5,101.14,70.82,68.92,71.25,54.63,63.78
"906","Campina Grande do Sul","Cobertura Vacinal - Tríplice Viral (SCR) (%)",99.3,85.38,119.5,140.03,162,87.44,51.36,58.96,63.87,59.14,46.2
"907","Campina Grande do Sul","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,27.34,85.25,68.78,48.04,49.23,46.95,42.4,26.25
"908","Campina Grande do Sul","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",80.64,98.75,100.42,74.06,111.63,99.75,58.96,NA,NA,NA,NA
"909","Campina Grande do Sul","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,27.58,74.06,111.63,99.75,58.96,59.67,67.94,47.39,57.36
"910","Campina Grande do Sul","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","Campina Grande do Sul","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,40.03,40.38,31.35,1.19,3.2,11.03,16.13,20.76
"912","Campina Grande do Sul","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,0.98,7.75,34.77,1.07,4.15,31.32,30.96,36.89
"913","Campo Bonito","Cobertura Vacinal - BCG (Tuberculose) (%)",7.46,4.48,5.97,12,7.25,29.31,8.97,53.85,24.14,41.27,33.33
"914","Campo Bonito","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,2.9,163.79,57.69,60.26,101.72,82.54,93.65
"915","Campo Bonito","Cobertura Vacinal - Hepatite B (HB) (%)",91.04,64.18,88.06,120,50.72,122.41,76.92,76.92,93.1,73.02,111.11
"916","Campo Bonito","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,NA,20.69,NA,41.03,18.97,49.21,31.75
"917","Campo Bonito","Cobertura Vacinal - Poliomielite (VOP) (%)",80.6,61.19,86.57,108,49.28,117.24,71.79,74.36,93.1,74.6,103.17
"918","Campo Bonito","Cobertura Vacinal - Febre Amarela (FA) (%)",67.16,71.64,83.58,110,31.88,112.07,70.51,78.21,103.45,71.43,66.67
"919","Campo Bonito","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",70.15,79.1,88.06,122,63.77,117.24,71.79,76.92,84.48,85.71,100
"920","Campo Bonito","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",1.49,71.64,85.07,112,56.52,110.34,69.23,78.21,91.38,80.95,92.06
"921","Campo Bonito","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",26.87,49.25,89.55,126,50.72,124.14,71.79,74.36,84.48,80.95,100
"922","Campo Bonito","Cobertura Vacinal - Tríplice Viral (SCR) (%)",68.66,68.66,62.69,152,26.09,122.41,64.1,67.95,105.17,71.43,101.59
"923","Campo Bonito","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,40,20.29,89.66,78.21,58.97,93.1,85.71,53.97
"924","Campo Bonito","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",91.04,61.19,94.03,120,50.72,122.41,76.92,NA,NA,NA,NA
"925","Campo Bonito","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,40.3,120,50.72,122.41,76.92,76.92,93.1,73.02,111.11
"926","Campo Bonito","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","Campo Bonito","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,38,NA,NA,37.18,71.79,6.41,14.1,20.51
"928","Campo Bonito","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,NA,NA,NA,50,78.21,42.31,52.56,61.54
"929","Campo do Tenente","Cobertura Vacinal - BCG (Tuberculose) (%)",65.04,61.79,65.85,100,93.22,113.33,36.72,89.84,86.32,91.11,43.7
"930","Campo do Tenente","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,49.15,120.83,4.69,57.81,76.07,88.89,56.3
"931","Campo do Tenente","Cobertura Vacinal - Hepatite B (HB) (%)",111.38,96.75,108.94,104.88,103.39,115,19.53,60.94,79.49,87.41,58.52
"932","Campo do Tenente","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,0.85,74.17,32.03,69.53,94.87,74.07,10.37
"933","Campo do Tenente","Cobertura Vacinal - Poliomielite (VOP) (%)",104.88,103.25,82.93,105.69,101.69,138.33,23.44,61.72,82.91,94.07,53.33
"934","Campo do Tenente","Cobertura Vacinal - Febre Amarela (FA) (%)",82.11,77.24,87.8,82.93,67.8,114.17,11.72,59.38,79.49,89.63,28.15
"935","Campo do Tenente","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",103.25,92.68,94.31,100.81,112.71,143.33,29.69,71.09,92.31,86.67,61.48
"936","Campo do Tenente","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",NA,144.72,105.69,103.25,118.64,123.33,25,55.47,94.02,87.41,54.07
"937","Campo do Tenente","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",37.4,112.2,115.45,102.44,122.88,115.83,32.03,73.44,95.73,87.41,63.7
"938","Campo do Tenente","Cobertura Vacinal - Tríplice Viral (SCR) (%)",96.75,100,109.76,113.01,123.73,95.83,7.81,55.47,88.03,88.89,65.19
"939","Campo do Tenente","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,34.15,113.56,71.67,7.81,44.53,62.39,84.44,51.85
"940","Campo do Tenente","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",105.69,106.5,108.94,104.88,103.39,115,19.53,NA,NA,NA,NA
"941","Campo do Tenente","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,44.72,104.88,103.39,115,19.53,60.94,79.49,87.41,58.52
"942","Campo do Tenente","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","Campo do Tenente","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,31.71,72.88,15,NA,2.34,7.03,24.22,18.75
"944","Campo do Tenente","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,NA,38.14,31.67,NA,2.34,29.69,88.28,23.44
"945","Campo Largo","Cobertura Vacinal - BCG (Tuberculose) (%)",101.49,117.51,101.61,108.42,118.69,135.65,87.33,100.44,79.24,47.44,84.03
"946","Campo Largo","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,35.26,132.81,31.99,54.01,58.49,13.37,74.52
"947","Campo Largo","Cobertura Vacinal - Hepatite B (HB) (%)",90.08,94.92,127.73,124.43,115.94,136.82,61.1,73.44,66.45,39.77,73.2
"948","Campo Largo","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,NA,75.49,48.81,50.64,91.05,89.22,82.42
"949","Campo Largo","Cobertura Vacinal - Poliomielite (VOP) (%)",91.15,97.19,83.26,118.94,116.34,138.16,50.42,74.65,66.16,40,64.15
"950","Campo Largo","Cobertura Vacinal - Febre Amarela (FA) (%)",62.04,60.49,70.59,101.29,124.48,104.12,34.75,59.99,56.8,47.38,59.19
"951","Campo Largo","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",85.42,90.79,80.87,102.4,149.48,128.86,60.27,80.69,71.1,49.57,75.1
"952","Campo Largo","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",0.54,116.74,82.73,101.93,104.87,123.12,58.22,77.59,71.69,50.43,75.85
"953","Campo Largo","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",11.12,89.48,70.65,89.25,96.22,112.26,64.36,84.67,72.79,50.37,77.64
"954","Campo Largo","Cobertura Vacinal - Tríplice Viral (SCR) (%)",85.24,87.03,73.76,105.44,184.75,145.57,41.62,65.86,70.64,42.13,60.17
"955","Campo Largo","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,37.23,81.77,110.08,34.98,44.6,38.72,11.93,45.76
"956","Campo Largo","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",91.21,98.03,84.7,122.03,115.94,134.32,51.69,NA,NA,NA,NA
"957","Campo Largo","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,NA,119.99,115.94,134.32,51.69,73.44,66.45,39.77,73.2
"958","Campo Largo","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"959","Campo Largo","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,50.32,48.11,51.48,1.38,4.81,15.61,7.97,7.97
"960","Campo Largo","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,NA,NA,NA,1.44,6.7,22.58,21.2,33.37
"961","Campo Magro","Cobertura Vacinal - BCG (Tuberculose) (%)",116.06,109.07,99.74,92.03,90.53,114.95,95.83,104.41,90.26,103.33,92.05
"962","Campo Magro","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,34.22,74.02,58.82,69.36,70.77,79.74,86.92
"963","Campo Magro","Cobertura Vacinal - Hepatite B (HB) (%)",87.05,101.04,94.04,81.25,98.54,104.66,91.91,107.11,87.7,80.51,70.51
"964","Campo Magro","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,0.24,17.65,3.43,6.37,35.27,55.64,41.79
"965","Campo Magro","Cobertura Vacinal - Poliomielite (VOP) (%)",89.64,104.15,107.25,99.57,95.15,79.41,79.41,106.37,88.17,92.82,85.9
"966","Campo Magro","Cobertura Vacinal - Febre Amarela (FA) (%)",91.97,86.27,78.76,68.75,68.2,79.41,65.93,82.35,69.84,79.23,69.23
"967","Campo Magro","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",85.75,84.46,82.64,81.03,93.93,106.13,89.46,103.68,90.02,91.79,88.21
"968","Campo Magro","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",2.59,96.89,108.55,80.82,95.15,109.56,96.08,103.19,86.08,93.08,90.51
"969","Campo Magro","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",13.73,69.43,96.37,78.45,93.45,101.96,100,103.92,89.56,92.31,89.74
"970","Campo Magro","Cobertura Vacinal - Tríplice Viral (SCR) (%)",98.19,98.19,102.85,86.85,137.62,86.76,87.5,95.83,95.82,87.18,78.21
"971","Campo Magro","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,43.75,93.45,66.18,83.58,58.82,46.87,65.13,65.9
"972","Campo Magro","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",98.19,102.33,102.07,82.33,98.54,104.17,91.42,NA,NA,NA,NA
"973","Campo Magro","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,28.24,80.82,98.54,104.17,91.42,107.11,87.7,80.51,70.51
"974","Campo Magro","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"975","Campo Magro","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,41.38,59.22,18.87,2.45,9.07,33.82,35.05,38.73
"976","Campo Magro","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,1.94,NA,17.16,3.68,22.3,63.24,55.88,49.75
"977","Campo Mourão","Cobertura Vacinal - BCG (Tuberculose) (%)",133.94,124.37,134.66,141.48,149.42,102.41,90.99,97.26,109.65,90.61,79.35
"978","Campo Mourão","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,68.74,102.26,71.59,89.55,98.82,93.36,89.68
"979","Campo Mourão","Cobertura Vacinal - Hepatite B (HB) (%)",109.66,98.83,104.24,106.39,136.77,91.64,142.47,91.85,101.33,73.79,89.17
"980","Campo Mourão","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,101.63,13.33,142.54,94.52,99.06,74.51,83.47
"981","Campo Mourão","Cobertura Vacinal - Poliomielite (VOP) (%)",110.2,112.18,115.34,108.2,129.56,79.37,88.1,91.49,100.94,89.46,81.66
"982","Campo Mourão","Cobertura Vacinal - Febre Amarela (FA) (%)",90.07,99.55,101.62,99.84,128.08,81.1,85.15,81.83,92.15,86.14,75.31
"983","Campo Mourão","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",105.14,93.14,101.26,97.05,142.9,87.73,92.29,86.37,103.06,90.54,87.58
"984","Campo Mourão","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",0.54,120.49,116.43,109.26,136.15,89.23,95.46,96.18,102.43,92.35,84.33
"985","Campo Mourão","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",40.88,95.04,114.17,110.66,136.46,89.68,93.94,98.05,105.42,90.97,89.96
"986","Campo Mourão","Cobertura Vacinal - Tríplice Viral (SCR) (%)",92.6,102.8,111.46,111.72,127.15,90.89,86.95,88.46,96.39,95.31,85.05
"987","Campo Mourão","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,24.43,69.12,37.58,87.82,67.63,80.77,90.32,40.22
"988","Campo Mourão","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",109.57,111.46,115.88,104.75,136.62,88.18,89.76,NA,NA,NA,NA
"989","Campo Mourão","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,8.03,104.18,136.62,88.18,89.76,91.85,101.33,73.79,89.17
"990","Campo Mourão","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"991","Campo Mourão","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,63.77,44.3,16.42,62.8,81.54,80.39,71.95,58.18
"992","Campo Mourão","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,NA,2.17,20.03,64.1,91.13,86.81,79.16,65.39
"993","Cândido de Abreu","Cobertura Vacinal - BCG (Tuberculose) (%)",86.53,77.55,83.27,89.81,179.5,89.85,94.19,75.1,74.34,95.16,95.16
"994","Cândido de Abreu","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,67,97.97,66.39,98.34,74.78,96.24,100
"995","Cândido de Abreu","Cobertura Vacinal - Hepatite B (HB) (%)",106.53,103.67,107.35,87.5,149.5,100,85.48,78.01,77.88,91.4,123.66
"996","Cândido de Abreu","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,149.5,87.82,73.03,41.91,62.83,66.67,60.22
"997","Cândido de Abreu","Cobertura Vacinal - Poliomielite (VOP) (%)",115.1,115.92,104.9,87.5,149,103.55,75.1,81.33,79.65,97.85,115.05
"998","Cândido de Abreu","Cobertura Vacinal - Febre Amarela (FA) (%)",64.9,71.43,84.08,101.85,143,96.45,79.67,92.53,75.66,98.92,102.15
"999","Cândido de Abreu","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",88.98,92.24,105.71,82.41,158,93.4,89.21,75.93,75.22,104.3,108.06
"1000","Cândido de Abreu","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",5.71,107.76,108.57,90.28,148,95.43,89.21,71.37,73.89,101.61,113.44
"1001","Cândido de Abreu","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",2.45,93.88,97.14,100.93,149,100.51,92.12,75.1,76.55,103.76,109.14
"1002","Cândido de Abreu","Cobertura Vacinal - Tríplice Viral (SCR) (%)",98.37,95.51,103.27,98.15,126,112.69,79.67,88.8,80.53,97.31,97.85
"1003","Cândido de Abreu","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,24.07,128,21.32,70.12,88.8,54.87,94.62,69.35
"1004","Cândido de Abreu","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",115.1,115.51,105.71,87.04,149.5,100,84.23,NA,NA,NA,NA
"1005","Cândido de Abreu","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,NA,77.31,149.5,100,84.23,78.01,77.88,91.4,123.66
"1006","Cândido de Abreu","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","Cândido de Abreu","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,59.72,103.5,6.09,2.07,16.6,50.62,46.89,3.32
"1008","Cândido de Abreu","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,NA,15.5,6.6,2.07,30.71,70.95,67.22,57.26
"1009","Candói","Cobertura Vacinal - BCG (Tuberculose) (%)",103.24,94.74,106.07,138.43,100,128.18,102.81,112.85,98.33,81.36,83.87
"1010","Candói","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,40.17,135.45,86.75,91.57,107.53,78.14,78.85
"1011","Candói","Cobertura Vacinal - Hepatite B (HB) (%)",92.31,99.19,99.6,139.3,89.74,121.82,140.96,118.47,98.33,62.01,95.7
"1012","Candói","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,195.3,89.55,115.66,79.52,91.63,69.89,59.86
"1013","Candói","Cobertura Vacinal - Poliomielite (VOP) (%)",92.31,97.98,99.6,136.24,84.62,116.36,106.43,118.47,98.74,71.68,90.68
"1014","Candói","Cobertura Vacinal - Febre Amarela (FA) (%)",93.12,104.86,97.98,137.12,75.64,99.09,105.62,112.85,102.93,76.7,86.02
"1015","Candói","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",82.59,91.09,93.12,109.17,86.32,114.55,110.84,117.67,97.07,74.55,89.25
"1016","Candói","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",1.21,109.31,95.14,134.5,83.76,111.82,118.88,119.28,96.65,73.84,93.19
"1017","Candói","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",23.89,99.19,92.31,142.36,88.46,116.82,114.46,119.28,98.33,74.19,90.32
"1018","Candói","Cobertura Vacinal - Tríplice Viral (SCR) (%)",93.52,94.74,97.57,146.72,90.6,105.45,104.02,102.41,105.86,78.49,81
"1019","Candói","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,50.22,37.18,68.64,104.02,71.49,101.67,75.27,58.06
"1020","Candói","Cobertura Vacinal - Tríplice (DTP), Tetra (DTP+Hib), Tetra / Penta Bacteriana (DTP+Hib+HB) (%)",92.31,97.98,99.6,139.3,89.74,118.64,106.83,NA,NA,NA,NA
"1021","Candói","Cobertura Vacinal - Penta Bacteriana (Pentavalente) (DTP+Hib+HB) (PENTA) (%)",NA,NA,38.46,139.3,89.74,118.64,106.83,118.47,98.33,62.01,95.7
"1022","Candói","Cobertura Vacinal - Sarampo (%)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023","Candói","Cobertura Vacinal - Dupla Adulto (dT) e Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,56.33,0.85,16.82,62.25,84.74,78.71,75.5,48.19
"1024","Candói","Cobertura Vacinal - Tríplice Acelular Gestante (dTpa) (%)",NA,NA,NA,NA,1.28,25.45,72.69,99.2,93.17,86.35,80.72
"1025","Cantagalo","Cobertura Vacinal - BCG (Tuberculose) (%)",94.3,105.7,89.64,125.54,96.22,112.63,128.9,102.31,95.1,91.35,86.49
"1026","Cantagalo","Cobertura Vacinal - Hepatite A (HA) (%)",NA,NA,NA,NA,65.95,111.58,102.31,107.51,87.25,84.32,94.59
"1027","Cantagalo","Cobertura Vacinal - Hepatite B (HB) (%)",101.04,98.45,90.67,136.41,101.08,95.79,185.55,115.03,73.53,83.24,102.7
"1028","Cantagalo","Cobertura Vacinal - Hepatite B em menores de 1 mês (HB < 1m) (%)",NA,NA,NA,NA,169.73,115.79,90.17,43.93,120.1,109.19,23.24
"1029","Cantagalo","Cobertura Vacinal - Poliomielite (VOP) (%)",101.04,98.45,92.23,130.43,97.3,96.32,119.08,115.03,72.55,95.14,91.35
"1030","Cantagalo","Cobertura Vacinal - Febre Amarela (FA) (%)",92.75,94.82,90.16,139.13,101.62,88.42,119.08,120.23,79.41,92.97,85.41
"1031","Cantagalo","Cobertura Vacinal - Rotavírus Humano (VORH) (%)",86.01,91.19,91.71,94.02,83.24,104.21,120.81,113.29,82.35,91.35,85.95
"1032","Cantagalo","Cobertura Vacinal - Meningocócica Conjugada (Men C) (%)",0.52,122.8,94.3,140.22,94.59,105.26,117.92,111.56,76.96,94.59,88.11
"1033","Cantagalo","Cobertura Vacinal - Pneumocócica 10V (Pncc10V) (%)",47.67,98.45,92.23,136.41,97.84,95.79,121.97,117.34,80.39,91.89,86.49
"1034","Cantagalo","Cobertura Vacinal - Tríplice Viral (SCR) (%)",95.85,88.6,91.71,134.24,109.73,90,119.65,112.72,80.39,97.84,92.97
"1035","Cantagalo","Cobertura Vacinal - Tetra Viral (SCR+VZ) (%)",NA,NA,NA,84.78,39.46,41.05,117.92,83.82,85.29,71.89,65.95
