harvest;code_city;city;nr;group;code_variable;variable;standard;area;herd;slaughter;load;production;gpv
19/20;4117701;Palmeira;Ponta Grossa;A;0303;SOJA SAFRINHA;TON;1100;;;;1903;2929992,01
19/20;4118501;Pato Branco;Pato Branco;A;0303;SOJA SAFRINHA;TON;600;;;;1440;2217124,8
19/20;4118600;Paula Freitas;União da Vitória;A;0303;SOJA SAFRINHA;TON;450;;;;540;831421,8
19/20;4118709;Paulo Frontin;União da Vitória;A;0303;SOJA SAFRINHA;TON;400;;;;480;739041,6
19/20;4119004;Pérola d'Oeste;Francisco Beltrão;A;0303;SOJA SAFRINHA;TON;30;;;;48;73904,16
19/20;4119400;Piraí do Sul;Ponta Grossa;A;0303;SOJA SAFRINHA;TON;600;;;;1800;2771406
19/20;4119905;Ponta Grossa;Ponta Grossa;A;0303;SOJA SAFRINHA;TON;2000;;;;5400;8314218
19/20;4120150;Porto Barreiro;Laranjeiras do Sul;A;0303;SOJA SAFRINHA;TON;15;;;;27;41571,09
19/20;4120358;Pranchita;Francisco Beltrão;A;0303;SOJA SAFRINHA;TON;200;;;;360;554281,2
19/20;4120606;Prudentópolis;Guarapuava;A;0303;SOJA SAFRINHA;TON;4000;;;;9600;14780832
19/20;4120903;Quedas do Iguaçu;Laranjeiras do Sul;A;0303;SOJA SAFRINHA;TON;80;;;;144;221712,48
19/20;4121406;Realeza;Francisco Beltrão;A;0303;SOJA SAFRINHA;TON;80;;;;128;197077,76
19/20;4121505;Rebouças;Irati;A;0303;SOJA SAFRINHA;TON;1750;;;;4025;6197171,75
19/20;4121604;Renascença;Francisco Beltrão;A;0303;SOJA SAFRINHA;TON;500;;;;900;1385703
19/20;4121703;Reserva;Ponta Grossa;A;0303;SOJA SAFRINHA;TON;500;;;;900;1385703
19/20;4122008;Rio Azul;Irati;A;0303;SOJA SAFRINHA;TON;1200;;;;2760;4249489,2
19/20;4122156;Rio Bonito do Iguaçu;Laranjeiras do Sul;A;0303;SOJA SAFRINHA;TON;20;;;;36;55428,12
19/20;4122800;Salgado Filho;Francisco Beltrão;A;0303;SOJA SAFRINHA;TON;50;;;;80;123173,6
19/20;4124400;Santo Antônio do Sudoeste;Francisco Beltrão;A;0303;SOJA SAFRINHA;TON;20;;;;34;52348,78
19/20;4124806;São João;Pato Branco;A;0303;SOJA SAFRINHA;TON;100;;;;250;384917,5
19/20;4125605;São Mateus do Sul;União da Vitória;A;0303;SOJA SAFRINHA;TON;1500;;;;1950;3002356,5
19/20;4126306;Sengés;Ponta Grossa;A;0303;SOJA SAFRINHA;TON;300;;;;600;923802
19/20;4127007;Teixeira Soares;Irati;A;0303;SOJA SAFRINHA;TON;2750;;;;6668,75;10267674,31
19/20;4127502;Tibagi;Ponta Grossa;A;0303;SOJA SAFRINHA;TON;3000;;;;7500;11547525
19/20;4128534;Ventania;Ponta Grossa;A;0303;SOJA SAFRINHA;TON;400;;;;1000;1539670
19/20;4128609;Verê;Francisco Beltrão;A;0303;SOJA SAFRINHA;TON;1000;;;;1900;2925373
19/20;4128658;Virmond;Laranjeiras do Sul;A;0303;SOJA SAFRINHA;TON;15;;;;27;41571,09
19/20;4128708;Vitorino;Pato Branco;A;0303;SOJA SAFRINHA;TON;400;;;;1080;1662843,6
19/20;4101408;Apucarana;Apucarana;F;3125;SOLIDASTER;MCO;;;;;50000;230500
19/20;4109807;Ibiporã;Londrina;F;3125;SOLIDASTER;MCO;;;;;2000;9220
19/20;4118857;Perobal;Umuarama;F;3125;SOLIDASTER;MCO;;;;;500;2305
19/20;4128302;Uniflor;Maringá;F;3125;SOLIDASTER;MCO;;;;;12000;55320
19/20;4105300;Céu Azul;Cascavel;A;3580;SORGO (GRANIFERO);TON;204;;;;613;404071,21
19/20;4106308;Corbélia;Cascavel;A;3580;SORGO (GRANIFERO);TON;300;;;;1500;988755
19/20;4109906;Icaraíma;Umuarama;A;3580;SORGO (GRANIFERO);TON;15;;;;23;15160,91
19/20;4110607;Iporã;Umuarama;A;3580;SORGO (GRANIFERO);TON;30;;;;70;46141,9
19/20;4110656;Iracema do Oeste;Toledo;A;3580;SORGO (GRANIFERO);TON;130;;;;579;381659,43
19/20;4113254;Laranjal;Pitanga;A;3580;SORGO (GRANIFERO);TON;121;;;;446;293989,82
19/20;4115358;Maripá;Toledo;A;3580;SORGO (GRANIFERO);TON;200;;;;300;197751
19/20;4115606;Matelândia;Cascavel;A;3580;SORGO (GRANIFERO);TON;88;;;;295;194455,15
19/20;4115804;Medianeira;Cascavel;A;3580;SORGO (GRANIFERO);TON;58;;;;212,45;140040,67
19/20;4116059;Missal;Cascavel;A;3580;SORGO (GRANIFERO);TON;12;;;;41,64;27447,84
19/20;4117800;Palmital;Pitanga;A;3580;SORGO (GRANIFERO);TON;84;;;;315;207638,55
19/20;4121257;Ramilândia;Cascavel;A;3580;SORGO (GRANIFERO);TON;27;;;;58,27;38409,84
19/20;4124053;Santa Terezinha de Itaipu;Cascavel;A;3580;SORGO (GRANIFERO);TON;29;;;;60,78;40064,35
19/20;4125704;São Miguel do Iguaçu;Cascavel;A;3580;SORGO (GRANIFERO);TON;48;;;;145,58;95961,97
19/20;4126355;Serranópolis do Iguaçu;Cascavel;A;3580;SORGO (GRANIFERO);TON;137;;;;529,37;348944,82
19/20;4101507;Arapongas;Apucarana;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;3070;;0;3773951
19/20;4101606;Arapoti;Ponta Grossa;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;218;;0;267987,4
19/20;4102000;Assis Chateaubriand;Toledo;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;7424;;0;9126323,2
19/20;4103453;Cafelândia;Cascavel;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;5528;;0;6795570,4
19/20;4104600;Capitão Leônidas Marques;Cascavel;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;13;;0;15980,9
19/20;4104808;Cascavel;Cascavel;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;3658;;0;4496779,4
19/20;4104907;Castro;Ponta Grossa;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;6402;;0;7869978,6
19/20;4105003;Catanduvas;Cascavel;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;200;;0;245860
19/20;4105300;Céu Azul;Cascavel;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;354;;0;435172,2
19/20;4107207;Dois Vizinhos;Dois Vizinhos;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;2374;;0;2918358,2
19/20;4107538;Entre Rios do Oeste;Toledo;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;1276;;0;1568586,8
19/20;4108205;Formosa do Oeste;Toledo;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;4977;;0;6118226,1
19/20;4109401;Guarapuava;Guarapuava;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;22100;;0;27167530
19/20;4110201;Inácio Martins;Irati;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;100;;0;122930
19/20;4110508;Ipiranga;Ponta Grossa;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;65;;0;79904,5
19/20;4110706;Irati;Irati;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;1847;;0;2270517,1
19/20;4110953;Itaipulândia;Cascavel;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;4462;;0;5485136,6
19/20;4111704;Jaboti;Jacarezinho;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;150;;0;184395
19/20;4112009;Jaguariaíva;Ponta Grossa;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;31649;;0;38906115,7
19/20;4112751;Jesuítas;Toledo;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;5146;;0;6325977,8
19/20;4114005;Mamborê;Campo Mourão;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;10000;;0;12293000
19/20;4114609;Marechal Cândido Rondon;Toledo;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;5962;;0;7329086,6
19/20;4115606;Matelândia;Cascavel;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;6451;;0;7930214,3
19/20;4115804;Medianeira;Cascavel;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;10602;;0;13033038,6
19/20;4116059;Missal;Cascavel;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;488;;0;599898,4
19/20;4116703;Nova Aurora;Cascavel;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;442;;0;543350,6
19/20;4117222;Nova Santa Rosa;Toledo;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;1166;;0;1433363,8
19/20;4117453;Ouro Verde do Oeste;Toledo;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;42706;;0;52498485,8
19/20;4117701;Palmeira;Ponta Grossa;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;4210;;0;5175353
19/20;4117909;Palotina;Toledo;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;5095;;0;6263283,5
19/20;4118451;Pato Bragado;Toledo;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;7314;;0;8991100,2
19/20;4119301;Pinhão;Guarapuava;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;1780;;0;2188154
19/20;4119400;Piraí do Sul;Ponta Grossa;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;35629;;0;43798729,7
19/20;4119905;Ponta Grossa;Ponta Grossa;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;5333;;0;6555856,9
19/20;4120853;Quatro Pontes;Toledo;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;16710;;0;20541603
19/20;4121505;Rebouças;Irati;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;293;;0;360184,9
19/20;4122008;Rio Azul;Irati;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;413;;0;507700,9
19/20;4123501;Santa Helena;Toledo;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;11731;;0;14420918,3
19/20;4125100;São João do Triunfo;Ponta Grossa;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;556;;0;683490,8
19/20;4125704;São Miguel do Iguaçu;Cascavel;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;392;;0;481885,6
19/20;4125753;São Pedro do Iguaçu;Toledo;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;19985;;0;24567560,5
19/20;4126256;Sarandi;Maringá;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;40;;0;49172
19/20;4126355;Serranópolis do Iguaçu;Cascavel;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;490;;0;602357
19/20;4127007;Teixeira Soares;Irati;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;23;;0;28273,9
19/20;4127700;Toledo;Toledo;D;7088;SUINO FEMEA P/ REPRODUCAO;CAB;;;102707;;0;126257715,1
19/20;4101507;Arapongas;Apucarana;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;370;;0;1082542,3
19/20;4101606;Arapoti;Ponta Grossa;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;507;;0;1483375,53
19/20;4102000;Assis Chateaubriand;Toledo;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;17;;0;49738,43
19/20;4103453;Cafelândia;Cascavel;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;42;;0;122883,18
19/20;4104600;Capitão Leônidas Marques;Cascavel;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;1;;0;2925,79
19/20;4104808;Cascavel;Cascavel;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;305;;0;892365,95
19/20;4104907;Castro;Ponta Grossa;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;742;;0;2170936,18
19/20;4105003;Catanduvas;Cascavel;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;200;;0;585158
19/20;4105300;Céu Azul;Cascavel;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;3;;0;8777,37
19/20;4107538;Entre Rios do Oeste;Toledo;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;1142;;0;3341252,18
19/20;4108205;Formosa do Oeste;Toledo;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;40;;0;117031,6
19/20;4109401;Guarapuava;Guarapuava;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;1300;;0;3803527
19/20;4110201;Inácio Martins;Irati;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;30;;0;87773,7
19/20;4110508;Ipiranga;Ponta Grossa;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;65;;0;190176,35
19/20;4110706;Irati;Irati;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;465;;0;1360492,35
19/20;4110953;Itaipulândia;Cascavel;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;273;;0;798740,67
19/20;4111704;Jaboti;Jacarezinho;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;150;;0;438868,5
19/20;4112009;Jaguariaíva;Ponta Grossa;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;1901;;0;5561926,79
19/20;4112751;Jesuítas;Toledo;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;44;;0;128734,76
19/20;4114609;Marechal Cândido Rondon;Toledo;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;1728;;0;5055765,12
19/20;4115606;Matelândia;Cascavel;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;1265;;0;3701124,35
19/20;4115804;Medianeira;Cascavel;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;3694;;0;10807868,26
19/20;4116059;Missal;Cascavel;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;204;;0;596861,16
19/20;4116703;Nova Aurora;Cascavel;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;2;;0;5851,58
19/20;4117222;Nova Santa Rosa;Toledo;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;375;;0;1097171,25
19/20;4117453;Ouro Verde do Oeste;Toledo;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;1451;;0;4245321,29
19/20;4117701;Palmeira;Ponta Grossa;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;281;;0;822146,99
19/20;4117909;Palotina;Toledo;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;110;;0;321836,9
19/20;4118451;Pato Bragado;Toledo;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;65;;0;190176,35
19/20;4119301;Pinhão;Guarapuava;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;830;;0;2428405,7
19/20;4119400;Piraí do Sul;Ponta Grossa;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;1593;;0;4660783,47
19/20;4119905;Ponta Grossa;Ponta Grossa;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;2317;;0;6779055,43
19/20;4120853;Quatro Pontes;Toledo;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;836;;0;2445960,44
19/20;4121505;Rebouças;Irati;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;207;;0;605638,53
19/20;4122008;Rio Azul;Irati;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;413;;0;1208351,27
19/20;4123501;Santa Helena;Toledo;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;1646;;0;4815850,34
19/20;4125100;São João do Triunfo;Ponta Grossa;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;37;;0;108254,23
19/20;4125704;São Miguel do Iguaçu;Cascavel;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;218;;0;637822,22
19/20;4125753;São Pedro do Iguaçu;Toledo;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;480;;0;1404379,2
19/20;4126355;Serranópolis do Iguaçu;Cascavel;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;91;;0;266246,89
19/20;4127007;Teixeira Soares;Irati;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;22;;0;64367,38
19/20;4127700;Toledo;Toledo;D;7089;SUINO MACHO P/ REPRODUCAO;CAB;;;3754;;0;10983415,66
19/20;4100301;Agudos do Sul;Curitiba;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;800;;0;167768
19/20;4101002;Ampére;Francisco Beltrão;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;84245;;0;17667018,95
19/20;4101309;Antônio Olinto;União da Vitória;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;3629;;0;761037,59
19/20;4101606;Arapoti;Ponta Grossa;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;189066;;0;39649030,86
19/20;4102000;Assis Chateaubriand;Toledo;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;10000;;0;2097100
19/20;4102901;Bituruna;União da Vitória;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;505;;0;105903,55
19/20;4103024;Boa Esperança do Iguaçu;Dois Vizinhos;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;92;;0;19293,32
19/20;4103040;Boa Ventura de São Roque;Pitanga;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;430;;0;90175,3
19/20;4103453;Cafelândia;Cascavel;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;110824;;0;23240901,04
19/20;4103909;Campina da Lagoa;Campo Mourão;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;500;;0;104855
19/20;4103958;Campina do Simão;Guarapuava;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;15800;;0;3313418
19/20;4104055;Campo Bonito;Cascavel;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;8150;;0;1709136,5
19/20;4104105;Campo do Tenente;Curitiba;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;180;;0;37747,8
19/20;4104428;Candói;Guarapuava;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;20400;;0;4278084
19/20;4104451;Cantagalo;Guarapuava;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;15400;;0;3229534
19/20;4104501;Capanema;Francisco Beltrão;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;157471;;0;33023243,41
19/20;4104659;Carambeí;Ponta Grossa;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;92171;;0;19329180,41
19/20;4104709;Carlópolis;Jacarezinho;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;21521;;0;4513168,91
19/20;4104808;Cascavel;Cascavel;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;372104;;0;78033929,84
19/20;4104907;Castro;Ponta Grossa;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;114436;;0;23998373,56
19/20;4105003;Catanduvas;Cascavel;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;129766;;0;27213227,86
19/20;4105300;Céu Azul;Cascavel;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;42773;;0;8969925,83
19/20;4105409;Chopinzinho;Pato Branco;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;96707;;0;20280424,97
19/20;4105706;Clevelândia;Pato Branco;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;86793;;0;18201360,03
19/20;4106308;Corbélia;Cascavel;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;4876;;0;1022545,96
19/20;4106506;Coronel Vivida;Pato Branco;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;262;;0;54944,02
19/20;4106571;Cruzeiro do Iguaçu;Dois Vizinhos;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;16788;;0;3520611,48
19/20;4106803;Cruz Machado;União da Vitória;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;8000;;0;1677680
19/20;4107124;Diamante do Sul;Laranjeiras do Sul;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;12;;0;2516,52
19/20;4107157;Diamante D'Oeste;Cascavel;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;45025;;0;9442192,75
19/20;4107207;Dois Vizinhos;Dois Vizinhos;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;173400;;0;36363714
19/20;4107405;Enéas Marques;Francisco Beltrão;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;228340;;0;47885181,4
19/20;4107538;Entre Rios do Oeste;Toledo;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;369714;;0;77532722,94
19/20;4107546;Espigão Alto do Iguaçu;Laranjeiras do Sul;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;38900;;0;8157719
19/20;4107736;Fernandes Pinheiro;Irati;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;107;;0;22438,97
19/20;4107850;Flor da Serra do Sul;Francisco Beltrão;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;26456;;0;5548087,76
19/20;4108205;Formosa do Oeste;Toledo;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;110821;;0;23240271,91
19/20;4108320;Francisco Alves;Umuarama;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;411;;0;86190,81
19/20;4108403;Francisco Beltrão;Francisco Beltrão;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;193681;;0;40616842,51
19/20;4108957;Guamiranga;Irati;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;10647;;0;2232782,37
19/20;4109302;Guaraniaçu;Laranjeiras do Sul;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;65100;;0;13652121
19/20;4109401;Guarapuava;Guarapuava;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;34200;;0;7172082
19/20;4109708;Ibaiti;Jacarezinho;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;32;;0;6710,72
19/20;4110102;Imbituva;Irati;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;541;;0;113453,11
19/20;4110508;Ipiranga;Ponta Grossa;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;9173;;0;1923669,83
19/20;4110706;Irati;Irati;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;51340;;0;10766511,4
19/20;4110805;Iretama;Campo Mourão;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;200;;0;41942
19/20;4110953;Itaipulândia;Cascavel;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;253475;;0;53156242,25
19/20;4111209;Itapejara d'Oeste;Pato Branco;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;77929;;0;16342490,59
19/20;4111407;Ivaí;Ponta Grossa;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;4111;;0;862117,81
19/20;4111704;Jaboti;Jacarezinho;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;49571;;0;10395534,41
19/20;4112009;Jaguariaíva;Ponta Grossa;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;258081;;0;54122166,51
19/20;4112751;Jesuítas;Toledo;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;106757;;0;22388010,47
19/20;4113205;Lapa;Curitiba;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;2250;;0;471847,5
19/20;4113304;Laranjeiras do Sul;Laranjeiras do Sul;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;74200;;0;15560482
19/20;4113452;Lindoeste;Cascavel;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;184;;0;38586,64
19/20;4113734;Luiziana;Campo Mourão;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;200;;0;41942
19/20;4113908;Mallet;Irati;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;4645;;0;974102,95
19/20;4114005;Mamborê;Campo Mourão;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;31200;;0;6542952
19/20;4114351;Manfrinópolis;Francisco Beltrão;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;140;;0;29359,4
19/20;4114401;Mangueirinha;Pato Branco;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;1042;;0;218517,82
19/20;4114500;Manoel Ribas;Pitanga;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;2100;;0;440391
19/20;4114609;Marechal Cândido Rondon;Toledo;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;955162;;0;200307023
19/20;4115309;Mariópolis;Pato Branco;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;21687;;0;4547980,77
19/20;4115358;Maripá;Toledo;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;87694;;0;18390308,74
19/20;4115408;Marmeleiro;Francisco Beltrão;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;35711;;0;7488953,81
19/20;4115457;Marquinho;Laranjeiras do Sul;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;25;;0;5242,75
19/20;4115606;Matelândia;Cascavel;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;82960;;0;17397541,6
19/20;4115739;Mato Rico;Pitanga;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;280;;0;58718,8
19/20;4115804;Medianeira;Cascavel;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;229439;;0;48115652,69
19/20;4115853;Mercedes;Toledo;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;136454;;0;28615768,34
19/20;4116059;Missal;Cascavel;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;106085;;0;22247085,35
19/20;4116703;Nova Aurora;Cascavel;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;14881;;0;3120694,51
19/20;4116950;Nova Esperança do Sudoeste;Dois Vizinhos;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;2470;;0;517983,7
19/20;4117057;Nova Laranjeiras;Laranjeiras do Sul;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;52600;;0;11030746
19/20;4117222;Nova Santa Rosa;Toledo;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;264000;;0;55363440
19/20;4117255;Nova Prata do Iguaçu;Dois Vizinhos;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;12027;;0;2522182,17
19/20;4117271;Nova Tebas;Pitanga;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;180;;0;37747,8
19/20;4117453;Ouro Verde do Oeste;Toledo;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;164800;;0;34560208
19/20;4117701;Palmeira;Ponta Grossa;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;73857;;0;15488551,47
19/20;4117800;Palmital;Pitanga;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;440;;0;92272,4
19/20;4117909;Palotina;Toledo;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;165409;;0;34687921,39
19/20;4118451;Pato Bragado;Toledo;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;85994;;0;18033801,74
19/20;4118501;Pato Branco;Pato Branco;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;57;;0;11953,47
19/20;4118600;Paula Freitas;União da Vitória;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;19790;;0;4150160,9
19/20;4118709;Paulo Frontin;União da Vitória;D;7091;SUINOS < 2 MESES (leitao p/recria);UNI;;;22000;;0;4613620
